date,wind_offshore_50hz_actual,wind_offshore_50hz_fitted,wind_offshore_50hz_lower,wind_offshore_50hz_upper
2026-08-03 15:00:00+00:00,,310.19595,102.75469,517.6372
2026-08-03 16:00:00+00:00,,551.7091,344.26785,759.1503
2026-08-03 17:00:00+00:00,,719.5564,512.1151,926.9976
2026-08-03 18:00:00+00:00,,967.8934,760.45215,1175.3346
2026-08-03 19:00:00+00:00,,870.48737,663.04614,1077.9286
2026-08-03 20:00:00+00:00,,926.1206,718.6793,1133.5619
2026-08-03 21:00:00+00:00,,776.64355,569.20233,984.0848
2026-08-03 22:00:00+00:00,,542.5558,335.1145,749.997
2026-08-03 23:00:00+00:00,,338.32587,130.8846,545.7671
2026-08-04 00:00:00+00:00,,171.4366,-36.004616,378.87787
2026-08-04 01:00:00+00:00,,58.010338,-149.4309,265.45163
2026-08-04 02:00:00+00:00,,282.9339,75.49264,490.37512
2026-08-04 03:00:00+00:00,,322.53094,115.08968,529.97217
2026-08-04 04:00:00+00:00,,316.82144,109.38018,524.2627
2026-08-04 05:00:00+00:00,,480.04572,272.6045,687.48694
2026-08-04 06:00:00+00:00,,524.4946,317.0534,731.9359
2026-08-04 07:00:00+00:00,,311.28467,103.84344,518.72595
2026-08-04 08:00:00+00:00,,318.9544,111.513176,526.3957
2026-08-04 09:00:00+00:00,,35.563927,-171.8773,243.00517
2026-08-04 10:00:00+00:00,,39.469078,-167.97221,246.9103
2026-08-04 11:00:00+00:00,,110.45107,-96.99021,317.89233
2026-08-04 12:00:00+00:00,,175.44264,-31.998575,382.8839
2026-08-04 13:00:00+00:00,,245.18935,37.74813,452.6306
2026-08-04 14:00:00+00:00,,92.76186,-114.67942,300.20316
2026-08-04 15:00:00+00:00,,61.581627,-145.8596,269.0229
2026-08-04 16:00:00+00:00,,419.5514,212.11012,626.9926
2026-08-04 17:00:00+00:00,,419.2583,211.81703,626.6995
2026-08-04 18:00:00+00:00,,458.16824,250.727,665.6095
2026-08-04 19:00:00+00:00,,350.4103,142.96904,557.85156
2026-08-04 20:00:00+00:00,,335.94016,128.49889,543.3814
2026-08-04 21:00:00+00:00,,369.3488,161.90755,576.79004
2026-08-04 22:00:00+00:00,,665.9124,458.47116,873.3537
