number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moist,params_compute_clear_sky_fraction,params_compute_cloud_cover_fraction,params_compute_diffuse_ratio,params_compute_direct_ratio,params_compute_dni_ratio,params_compute_global_tilted_ratio,params_dew_point_temperature,params_drop_raw_features,params_drop_raw_solar_features,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_shortwave_lags_option,params_spatial_agg_method,params_subsample,params_use_solar_geometry,params_vapor_pressure,state
40,482.21182717472493,medium,0.8143355884748567,True,False,False,False,False,False,True,True,True,False,True,1.0,0.0741539584490647,14,27,0.39578230766787165,996,99,small,0.10655552104470231,0.0007748349238000292,large,capacity,0.7191717952835158,True,True,COMPLETE
41,313.03472777575183,medium,0.6743945038803336,False,True,False,True,False,False,False,True,True,False,False,,0.012799567544343185,12,6,0.09444298631491761,378,84,large,3.724922778541175e-05,1.0475155861954598e-06,none,mean,0.9398254044371342,False,True,COMPLETE
42,309.91916937365926,medium,0.6520476871582711,False,True,False,True,False,False,False,True,True,False,False,,0.015158271666622786,12,12,0.08015853705633796,427,88,large,3.317423583652329e-05,1.891427976858669e-07,none,mean,0.9482997388507564,False,True,COMPLETE
43,307.9452747556209,medium,0.6191820532003363,False,True,False,True,False,False,False,True,True,False,False,,0.015382987755382346,11,10,0.022726769946531115,866,103,large,3.7820319751251064e-06,1.3230915541265196e-07,none,mean,0.8920528784437343,False,True,COMPLETE
44,375.0063221314438,medium,0.6095032009028537,False,True,False,True,False,False,False,True,True,False,False,,0.01845883602771694,11,20,0.02371648544969849,884,105,large,3.279072615200797e-06,1.1290153684975015e-08,none,n_panels,0.8401503370041292,False,True,COMPLETE
45,306.2615263858657,large,0.6197485997055735,False,True,True,True,False,False,False,True,True,False,False,,0.026114252112964906,10,10,0.05464953875237669,952,116,large,4.349320192994697e-07,2.604022039947807e-08,none,mean,0.8945091743611782,False,False,COMPLETE
46,382.515206680964,large,0.5361083366814439,False,True,True,True,True,False,False,True,False,False,False,6.0,0.022536110055801035,8,10,0.13262389206663444,956,116,large,4.814558911540133e-07,0.008079269476970975,small,mean,0.6219428888725299,False,False,COMPLETE
47,344.2921777094328,large,0.6247160370585635,False,True,True,True,False,False,True,False,True,False,False,,0.016619577214621376,10,24,0.05450482962327452,851,137,none,2.838647302245326e-08,5.744172755532827e-06,medium,distance_n_panels,0.8515416741693694,False,False,COMPLETE
48,354.70179928956986,large,0.5855238706267419,True,False,True,True,False,False,False,True,True,False,True,,0.12104164279528326,7,67,0.12188933469339461,807,125,large,4.222027685139876e-06,3.7488469400770944e-07,none,max,0.8997787590478333,False,False,COMPLETE
49,301.943398173619,large,0.5110388102847719,False,True,True,False,False,True,False,True,False,True,False,,0.011774810701434888,10,31,0.02647162626203328,893,108,small,0.00015258386156135627,1.1818551969915116e-07,none,mean,0.9722222640371075,False,False,COMPLETE
50,424.75908103758314,large,0.5493300947199609,False,True,True,False,False,True,False,True,False,True,False,12.0,0.02550518905333877,7,41,0.02446729788048924,894,109,small,0.0005468055353819181,1.0326360259140307e-07,none,mean,0.7658677036980446,False,False,COMPLETE
51,306.8231005558853,large,0.5131917047332284,False,True,True,False,False,True,False,True,False,True,False,,0.01455460775268984,9,5,0.06168098620195987,936,96,small,0.00014030865913955203,2.5020363399691447e-08,none,mean,0.976273040602649,False,False,COMPLETE
52,301.84583514970797,large,0.5033235086779823,False,True,True,False,False,True,False,True,False,True,False,,0.011331894886921483,9,31,0.021514324054168678,952,117,small,0.00016069764466114292,1.9210451139896514e-08,none,mean,0.9720125456233283,False,False,COMPLETE
53,304.3844873723209,large,0.5019766218306982,False,True,True,False,False,True,False,True,False,True,False,,0.011637901057819554,9,47,0.06065329488345385,946,121,small,0.0001376815208250705,2.035907589828369e-08,none,mean,0.9762134236510286,False,False,COMPLETE
54,317.91411055972264,large,0.5192736903427113,False,True,True,False,False,True,False,True,False,True,False,,0.011637705593410796,6,50,0.05147382479392837,946,117,small,0.0005659689937500945,2.3956698934109642e-08,none,mean,0.9253885420979152,False,False,COMPLETE
55,335.5450282446871,large,0.5518475953191299,False,True,True,False,False,True,False,True,False,True,False,,0.010674408170591756,10,32,0.07723572341242464,908,134,small,0.0022264027278912097,1.320231496560227e-08,none,distance_capacity,0.9626727149151264,False,False,COMPLETE
56,419.81773724148644,large,0.527911752681766,False,True,True,False,False,True,False,True,False,True,False,6.0,0.011701951988530301,9,100,0.017407700295739646,830,124,small,0.00012544322751010473,4.9377655011413186e-08,none,idw,0.9909125591967177,True,False,COMPLETE
57,316.1670395737281,large,0.505472574643022,False,True,True,False,False,True,True,True,False,True,False,,0.010068065415869965,7,59,0.10783524898096908,996,121,small,1.816393708332005e-05,0.12893276366847528,large,mean,0.9330607663909382,False,False,COMPLETE
58,381.64460381062503,large,0.5579465674629676,False,False,True,False,False,True,False,True,False,True,False,,0.011682171826838061,8,37,0.29305630840646635,965,130,small,0.00037210528893785055,2.546784592534534e-08,medium,capacity,0.9822439330980097,False,False,COMPLETE
59,302.58246967716457,large,0.5837129860336113,False,True,True,False,True,True,False,True,False,True,False,,0.01830968179545846,10,45,0.0413014145305013,774,112,small,0.0012421392278985314,1.0513430066453857e-08,none,mean,0.9999442669006599,False,False,COMPLETE
60,400.5352159659258,large,0.5861124646707752,False,True,True,False,True,True,False,False,False,True,False,1.0,0.017452869986476494,5,43,0.03765214126453319,688,112,small,0.0017488381348377251,0.4481289203707346,small,None,0.9988907833822162,False,False,COMPLETE
61,301.7857511843885,large,0.5633552144057056,False,True,True,False,True,True,False,True,False,True,False,,0.014483948959021737,10,46,0.00013675457516438422,759,115,small,5.563385656671312e-05,1.0036373958509945e-08,none,mean,0.9633838303050645,False,False,COMPLETE
62,302.207287982968,large,0.5025522194045671,False,True,True,False,True,True,False,True,False,True,False,,0.013826890926887627,9,47,0.014403692749811625,775,107,small,0.007088008754977597,1.0597235945503246e-08,none,mean,0.9573585854878508,False,False,COMPLETE
63,302.34074736310896,large,0.5232964639516979,False,True,True,False,True,True,False,True,False,True,False,,0.014553341593697278,10,53,0.01095144248126467,753,107,small,0.003638892613288651,1.1745671694956807e-08,none,mean,0.9588368807625427,False,False,COMPLETE
64,304.71884657821175,large,0.5252485490842752,False,True,True,False,True,True,False,True,False,True,False,,0.013993268413673756,10,54,0.023099165844429705,750,108,small,0.005393650971042054,1.1441614182917212e-08,none,mean,0.9592222631888885,False,False,COMPLETE
65,300.5616114552949,large,0.5613509853769437,False,True,True,False,True,True,False,True,False,True,False,,0.021479388474944478,9,55,0.0009877012671000735,771,113,small,0.010757750383092552,1.0272457034463475e-08,none,mean,0.9418943582311916,False,False,COMPLETE
66,370.237168274732,large,0.5611100746712206,False,True,True,False,True,True,False,True,False,True,False,,0.02145535118897645,9,60,0.0004981916529720118,720,102,small,0.04235891396937365,6.593745857478316e-08,none,n_panels,0.9421211172861209,False,False,COMPLETE
67,305.40770132654023,small,0.5349083808461226,False,True,True,False,True,True,False,True,False,True,False,,0.014527282535063414,8,55,0.013551122020475025,796,106,small,0.023478463431502866,5.119394668903676e-08,none,mean,0.9160545116650507,False,False,COMPLETE
68,319.57933940599264,large,0.5149671261517554,True,True,True,False,True,True,False,True,False,True,True,,0.019731295440414746,8,72,0.0019619462818592373,832,100,small,0.09668908641985123,1.2770153520744032e-07,none,mean,0.9611756923773868,False,False,COMPLETE
69,416.19560664316106,large,0.5576278645411116,False,True,True,False,True,True,False,True,False,True,False,6.0,0.016309066516350113,11,31,0.03317829683512831,771,93,small,0.9089107842926246,1.6591510151035143e-08,none,distance_n_panels,0.9309263540311159,True,False,COMPLETE
