number,value,params_alpha,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_l1_ratio,params_lags_choice,params_lags_target,params_precip_lags_choice,params_spatial_agg_method,params_turbulence_window,params_vapor_pressure,state
55,4376.171447754793,0.06425437985094605,False,True,True,False,True,False,True,False,False,True,0.26512439515213254,none,1.0,small,max,0,False,COMPLETE
56,2694.4679229823905,0.5748955010685903,False,True,True,False,True,False,True,False,False,True,0.8203733863289767,none,,small,max,0,False,COMPLETE
57,4121.254006795462,0.45802957179775894,False,True,True,True,True,True,True,False,False,False,0.3605244136641523,small,6.0,large,distance_capacity,6,False,COMPLETE
58,3074.6724205077903,0.7168814668931434,False,True,True,False,True,False,True,False,False,True,0.23066505544237975,none,,small,distance_n_turbines,0,False,COMPLETE
59,2694.4679229823905,0.01021242489063845,False,True,True,False,True,False,True,False,False,True,0.14256135595529318,none,,small,max,0,False,COMPLETE
60,2694.4679229823905,0.9403981546090164,False,True,True,False,True,False,True,False,False,True,0.49325602211599984,none,,small,max,0,False,COMPLETE
61,2694.4679229823905,0.9198268463123432,False,True,True,False,True,False,True,False,False,True,0.3231795502562323,none,,small,max,0,False,COMPLETE
62,2694.4679229823905,0.9042190361033178,False,True,True,False,True,False,True,False,False,True,0.33170642432802216,none,,small,max,0,False,COMPLETE
63,2694.4679229823905,0.8620333573021475,False,True,True,False,True,False,True,False,False,True,0.4295748946527369,none,,small,max,0,False,COMPLETE
64,2694.4679229823905,0.9813044174143881,False,True,True,False,True,False,True,False,False,True,0.29754776812529854,none,,small,max,0,False,COMPLETE
65,4376.171447754793,0.9586578971190154,False,True,True,False,True,False,True,False,False,True,0.20495690881138143,none,1.0,small,max,0,False,COMPLETE
66,3059.5944285826668,0.16933925668415295,False,True,True,False,True,False,True,False,False,False,0.385807481045711,none,,none,capacity,0,False,COMPLETE
67,2760.3580713192246,0.5928121735443462,True,False,False,False,False,False,True,True,True,True,0.2633447922635566,none,,small,max,6,False,COMPLETE
68,3063.258976893791,0.3527778906385568,False,True,True,True,True,True,True,False,False,True,0.3344942308294943,small,,large,mean,0,False,COMPLETE
69,4522.459297223002,0.848789120059797,False,True,True,False,True,False,False,False,False,True,0.296533255429669,none,6.0,small,idw,0,True,COMPLETE
