date,prognostizierte_erzeugung_onshore,prognostizierte_erzeugung_offshore,prognostizierte_erzeugung_photovoltaik,prognostizierter_verbrauch_gesamt,prognostizierte_erzeugung_gesamt,prognostizierte_erzeugung_wind_und_photovoltaik,prognostizierte_erzeugung_sonstige,prognostizierter_verbrauch_residuallast
2026-08-31 22:00:00+00:00,24501.074818017118,2578.244743533698,1149.7429212826619,44825.287709852855,42009.754375808574,28229.062482833477,13780.691892975097,16596.22522701938
2026-08-31 23:00:00+00:00,21106.196170042305,3448.485980006105,1448.3612662950136,43572.43084372171,40004.605508716355,26003.043416343426,14001.56209237293,17569.387427378286
2026-09-01 00:00:00+00:00,19943.014245563692,4386.202296826575,-564.6253223215357,41464.02903022558,39454.238625015096,23764.59122006873,15689.647404946365,17699.43781015685
2026-09-01 01:00:00+00:00,19142.440347771306,4790.161955638878,-79.92273173559403,41719.01456660394,38781.91561757407,23852.679571674587,14929.236045899484,17866.33499492935
2026-09-01 02:00:00+00:00,18582.344427274405,4705.637798674461,672.8710945856997,42903.1332256723,37689.789999221175,23960.853320534563,13728.936678686612,18942.27990513774
2026-09-01 03:00:00+00:00,18184.70947825618,4501.505752846813,1699.2449618546068,46333.648723724196,40782.157875916004,24385.4601929576,16396.697682958405,21948.188530766598
2026-09-01 04:00:00+00:00,17871.765874765824,4232.677414068073,2863.6754591119957,52713.34025484597,44979.22419808577,24968.118747945893,20011.10545013988,27745.221506900078
2026-09-01 05:00:00+00:00,17385.238828139867,4153.385500682137,3855.926715607016,57372.513902768704,49331.485737373376,25394.55104442902,23936.934692944356,31977.962858339684
2026-09-01 06:00:00+00:00,18126.111566024036,4160.452978883903,7318.21301252358,60215.61981414917,53670.43994924101,29604.777557431516,24065.662391809492,30610.842256717653
2026-09-01 07:00:00+00:00,17831.77188230039,3617.4039002318154,12623.935029403094,61767.93846355752,56636.0173016987,34073.1108119353,22562.9064897634,27694.827651622218
2026-09-01 08:00:00+00:00,18674.117198083215,3196.759873527545,17004.052977949726,62456.70464629264,60273.03648054187,38874.930049560484,21398.10643098139,23581.774596732153
2026-09-01 09:00:00+00:00,17858.39206977022,2894.6105501344555,20358.722948731956,62129.614366723,60782.361715712985,41111.72556863663,19670.63614707635,21017.888798086366
2026-09-01 10:00:00+00:00,17486.772153037597,2758.673249439241,24282.84214332254,61194.320727471306,61092.84146220638,44528.28754579938,16564.553916407,16666.033181671926
2026-09-01 11:00:00+00:00,17258.343811418617,2995.3408371750925,26447.92899515074,60131.85617583434,64618.46153562218,46701.61364374445,17916.847891877725,13430.242532089891
2026-09-01 12:00:00+00:00,15415.697613927057,3053.8034256430465,25652.877964918735,59018.113503956985,61200.34201884744,44122.37900448884,17077.963014358604,14895.734499468148
2026-09-01 13:00:00+00:00,14496.735172131113,3235.189534011334,21706.75161725151,57764.20802121844,57003.137202980724,39438.67632339396,17564.460879586768,18325.53169782448
2026-09-01 14:00:00+00:00,14274.527395950367,2925.526276246484,17522.94172993961,57794.53834956343,55427.65306169272,34722.995402136454,20704.657659556266,23071.542947426977
