number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moist,params_compute_clear_sky_fraction,params_compute_cloud_cover_fraction,params_compute_diffuse_ratio,params_compute_direct_ratio,params_compute_dni_ratio,params_compute_global_tilted_ratio,params_dew_point_temperature,params_drop_raw_features,params_drop_raw_solar_features,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_shortwave_lags_option,params_spatial_agg_method,params_subsample,params_use_solar_geometry,params_vapor_pressure,state
33,604.1209711018691,medium,0.5052410440956163,True,False,False,False,False,True,True,False,False,False,False,,0.074794541304006,8,84,0.4232467647670655,638,139,none,4.1257574566320135e-08,0.1889304945058165,small,None,0.6627275749647412,True,False,COMPLETE
34,554.7245244403316,medium,0.5940108340323438,False,False,False,False,False,False,True,True,False,True,False,,0.048388081684833724,5,96,0.4691090888798186,572,130,none,7.635826745020895e-06,0.0015931889219532797,small,idw,0.6925836492531025,False,True,COMPLETE
35,510.9061931857961,none,0.8488338575960779,True,False,False,True,False,True,False,False,True,False,False,,0.021504884160427562,9,34,0.338974504205317,450,91,none,2.1707565526168297e-06,0.021488839426073485,none,distance_n_panels,0.8868175966660157,True,False,COMPLETE
36,698.5042368562987,none,0.8487076192632643,False,False,False,True,False,True,False,True,True,True,True,6.0,0.014400517014558812,11,33,0.30823539380653886,340,91,none,2.5081781750200794e-06,5.686416525179883e-05,none,idw,0.8786296964112067,False,True,COMPLETE
37,704.8082621477703,none,0.8062395128695,True,True,True,True,True,False,False,False,True,False,False,12.0,0.023903013037773858,4,5,0.3426372699621776,443,72,small,0.0002515537074780933,0.27729774331279455,none,distance_n_panels,0.9820602332406403,True,False,COMPLETE
38,502.69279350004916,none,0.7363076237991142,True,False,False,True,False,True,False,True,True,False,False,,0.02838963381625439,9,35,0.25028486023499685,369,86,large,1.2687746764119833e-07,4.4878259759397106e-06,none,n_panels,0.8864812476919879,True,False,COMPLETE
39,690.9155687362462,none,0.8643179544237816,True,True,True,True,False,True,False,True,True,True,True,1.0,0.029724395108016805,9,25,0.23855511317190237,394,85,large,9.292017470540828e-08,2.99234656504408e-06,none,n_panels,0.9346155363875235,True,False,COMPLETE
40,507.19934561739564,none,0.8730143873947284,False,False,False,True,True,True,False,True,True,False,False,,0.024001290119115615,10,38,0.28906969281750944,524,102,large,1.0788892695583276e-08,1.1341910053535008e-08,none,n_panels,0.9521766203387436,False,True,COMPLETE
41,502.870138433715,none,0.8691178831116413,False,False,False,True,True,True,False,True,True,False,False,,0.0222762788841463,10,40,0.29003134747195575,514,102,large,1.0709542311018196e-08,2.214438094243361e-08,none,n_panels,0.9539765776345851,False,True,COMPLETE
42,505.579963566488,none,0.8920924908302446,False,False,False,True,True,True,False,True,True,False,False,,0.015575633223102566,10,43,0.25852829302590574,526,101,large,1.0333847486771912e-08,2.5436949335175756e-08,none,n_panels,0.9607787792091884,False,True,COMPLETE
43,509.02650411188733,none,0.9442099837765924,False,False,False,True,True,True,False,True,True,False,False,,0.016428699447003765,10,42,0.26726285473273587,538,101,large,1.5120459004855514e-08,1.1906842485509051e-08,none,n_panels,0.9560632115691524,False,True,COMPLETE
44,506.35234061740204,none,0.8873771567716462,False,False,False,True,True,True,False,True,True,False,False,,0.024297130698392237,11,40,0.21387427101721562,493,105,large,1.1438109143235724e-08,1.301618610814748e-07,none,n_panels,0.9567907909435152,False,True,COMPLETE
45,524.9466086020169,none,0.9006159179287145,False,False,False,True,True,True,False,True,True,False,False,,0.010076527913152519,13,24,0.21696858054452928,360,95,large,3.196139344506194e-08,1.683211630373784e-07,none,n_panels,0.9951903217349878,False,True,COMPLETE
46,503.4314579566341,none,0.9541054545058669,False,False,True,True,True,True,False,True,True,False,False,,0.01310399763617265,11,48,0.1443667491955939,490,85,large,2.0018584580998315e-07,3.3057758826572456e-08,none,n_panels,0.8949991110626276,False,True,COMPLETE
47,726.6505974538717,none,0.9616093970781487,False,False,True,True,True,True,False,True,True,False,False,6.0,0.013733767591849294,11,48,0.13507515598127118,486,85,large,2.1921509029801084e-07,4.547142388249922e-08,none,n_panels,0.8878071481775212,False,True,COMPLETE
48,505.9054218975754,none,0.9855872310044913,False,False,True,True,True,True,False,True,True,True,False,,0.018553910205970196,12,41,0.15775334279377937,419,70,large,7.156344905865394e-08,4.5852838880292095e-08,none,n_panels,0.9667742800713344,False,True,COMPLETE
49,726.2747658756343,none,0.98657171273296,False,False,True,True,True,False,False,True,True,True,False,12.0,0.018291013602325653,14,50,0.15931779914089328,430,60,large,2.1836216685986851e-07,3.5659849147084536e-08,none,n_panels,0.9119726839581077,False,True,COMPLETE
50,509.33881944981414,none,0.9581164348901406,False,False,True,True,True,True,False,True,True,True,False,,0.014651237815257432,12,58,0.09798583804020344,404,71,large,7.081178701953668e-08,6.91116546634888e-07,none,n_panels,0.9327187031581272,False,True,COMPLETE
51,507.7236699460678,none,0.9250830372148939,False,False,True,True,True,True,False,True,True,True,False,,0.011938873517259061,13,43,0.24616996046994521,512,79,large,2.06678413811121e-08,1.5439846957151487e-07,none,n_panels,0.9679619185309672,False,True,COMPLETE
52,510.2136608697788,none,0.912063484288442,False,False,True,True,True,True,False,True,True,True,False,,0.01875237350102513,11,39,0.20339260593569733,571,96,large,6.968643410279314e-08,1.0158427056088504e-07,none,n_panels,0.9338481325911361,False,True,COMPLETE
53,513.755011455497,none,0.9629367302410577,False,False,True,True,True,True,False,True,True,True,False,,0.024012683630817277,10,26,0.1530167099593451,466,88,large,2.3491817025884596e-08,2.3170689111418614e-08,none,n_panels,0.9650184943420841,False,True,COMPLETE
54,561.6800633359526,none,0.8876626508726398,False,False,True,True,True,True,False,True,True,False,False,,0.012359592037898636,13,37,0.1027606588248721,422,106,large,0.2109318125261684,4.477200973457493e-07,none,max,0.9073523281511992,False,True,COMPLETE
55,698.2592511083694,none,0.94129852112783,False,False,True,True,True,True,False,True,True,False,False,1.0,0.033976816911669774,11,46,0.19376360420619107,364,66,large,7.689405732832893e-08,4.884532613523317e-06,none,n_panels,0.8695396475158856,False,True,COMPLETE
56,543.5848997332881,none,0.7848423749434495,False,False,True,True,True,True,False,True,True,False,True,,0.016686344045500734,12,53,0.2578246156721429,548,96,large,2.0871548086864366e-07,7.952443553104497e-08,none,n_panels,0.9778080058293102,False,True,COMPLETE
57,554.4145374786517,none,0.7505420345350419,False,False,True,True,True,True,False,True,True,True,False,,0.010216269156292299,10,20,0.21855234382395194,506,82,large,2.098444470201067e-08,2.193529892274625e-08,medium,capacity,0.9968521265271453,False,True,COMPLETE
58,514.4405827497468,large,0.9763987681511144,False,False,True,True,True,True,False,True,True,False,False,,0.025782578328732892,9,42,0.05475619964860637,458,58,large,1.0976704283656292e-08,2.6224668595175936e-07,none,n_panels,0.9444997606611589,False,True,COMPLETE
59,510.62860906886334,none,0.9026162725273069,False,False,False,True,True,True,False,True,True,False,False,,0.0197740833176662,15,29,0.29233730678953385,373,114,large,1.0194736352832558e-06,1.6122736823208138e-06,none,n_panels,0.9032534004515199,False,True,COMPLETE
60,504.1474101481658,none,0.9921879199372925,False,False,False,True,True,True,False,True,True,False,False,,0.01552242428007901,12,51,0.15188788760377778,413,105,large,6.271308704862031e-08,1.3008829675454792e-05,large,n_panels,0.925069430873016,False,True,COMPLETE
61,505.7884409504739,none,0.9885099020156353,False,False,False,True,True,True,False,True,True,False,False,,0.013214186728181648,12,50,0.12305603008481408,412,105,large,6.137843177159717e-08,1.3291749548134169e-05,large,n_panels,0.9176331506125714,False,True,COMPLETE
62,510.1170524709034,none,0.9857668487589,False,False,False,True,True,True,False,True,True,False,False,,0.01288860821614038,13,49,0.11546525040372045,407,90,large,1.3281625015888117e-07,2.1014973925509903e-05,large,n_panels,0.9262161089110161,False,True,COMPLETE
63,511.5336156154887,none,0.9966449672193249,False,False,False,True,True,True,False,True,True,False,False,,0.015276171656549804,12,56,0.05495058671296041,339,100,large,5.464342548214065e-08,2.6786718158599098e-05,large,n_panels,0.9011956483688122,False,True,COMPLETE
64,536.0381128085538,small,0.9489103624940372,False,False,False,True,True,True,False,True,True,False,False,,0.011149293488929407,14,52,0.07261047679358705,387,110,large,3.010824991999135e-07,9.735741123019844e-06,large,mean,0.843732151091546,False,True,COMPLETE
65,572.4700323952411,none,0.9281952450452515,False,False,False,True,True,True,False,True,True,False,False,,0.017506545989174217,11,44,0.1429389829753233,428,75,large,0.0052956848141988925,0.00016829567675194436,large,None,0.8668671779649445,False,True,COMPLETE
66,751.8124201371365,none,0.9987050153668101,False,False,False,True,True,True,False,True,True,False,False,12.0,0.02127496097698313,12,58,0.12222541887490206,469,118,large,1.1895216537331014e-07,4.6454026815119e-05,large,n_panels,0.9200326643007549,False,True,COMPLETE
67,571.7502359430763,large,0.9761925825845266,False,False,False,True,True,False,False,True,True,False,False,,0.01319982213700108,10,36,0.17962542315132587,323,97,large,2.1950037945071426e-08,8.267008528284369e-06,large,max,0.9755172595190822,False,True,COMPLETE
68,658.1725102428622,none,0.6977847683954479,False,False,False,True,True,True,False,True,True,False,True,1.0,0.015537555313606928,9,47,0.16448315764591773,406,80,large,4.536320366115325e-07,6.498238151329957e-08,large,n_panels,0.9423079160600435,False,True,COMPLETE
69,757.2267521786343,none,0.9667877358975673,False,False,True,True,True,True,False,True,True,False,False,6.0,0.011383709393823176,11,50,0.08201380448936543,580,127,large,3.352579161321801e-08,3.339240636328848e-07,medium,capacity,0.806093641256784,False,True,COMPLETE
