number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_cloud_cover_fraction,params_compute_cooling_degree_hours,params_compute_dew_point_spread,params_compute_effective_solar,params_compute_heating_degree_hours,params_compute_humidex,params_compute_pressure_trend,params_compute_rain_indicator,params_compute_temp_gradient,params_compute_wind_chill,params_compute_wind_components,params_compute_wind_power_density,params_compute_wind_speed_gradient,params_drop_basic_meteo_features,params_drop_rad_meteo_features,params_drop_wind_meteo_features,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_rolling_temp_option,params_spatial_agg_method,params_subsample,params_temp_lags_option,state
10,698.1457263277047,none,0.9720779432581329,True,True,True,False,True,True,True,True,True,False,True,False,False,False,True,False,True,,0.06167731078296255,5,57,0.47007746001890977,871,117,none,0.003133099221807172,0.2404828991060289,none,distance_population,0.5001091436723509,small,COMPLETE
11,693.2299232900845,small,0.7769184620386329,False,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True,,0.04945884899307683,13,100,0.20586005120498152,383,38,none,0.0003805819674908683,0.16103611160900744,short,mean,0.8950535817070097,small,COMPLETE
12,680.7816873996827,small,0.6164299045233221,True,True,True,True,False,True,True,False,True,False,False,False,False,True,False,True,True,,0.0542554378442086,11,100,0.30698279089710584,390,45,none,0.5078244304054615,1.4074208432713459e-08,short,max,0.8677148461981055,small,COMPLETE
13,694.8790474099818,small,0.596247928090991,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,True,True,,0.08070535135622622,6,86,0.3716295375923217,525,13,none,0.7454593670551058,1.2562356346767908e-08,none,max,0.9177080916585237,small,COMPLETE
14,640.8271092331025,medium,0.6261899091150138,True,True,True,False,True,True,True,False,True,False,True,False,False,True,False,True,False,1.0,0.02942597764580248,10,60,0.2772106656820787,334,46,none,0.03752960689988945,4.751568366205238e-07,short,max,0.9766758583425712,small,COMPLETE
15,661.4411050993034,medium,0.6169279899195187,True,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,1.0,0.025574163957948245,10,59,0.2854003233803063,308,37,none,0.07880463477976385,9.725448580205809e-07,short,max,0.981288059534044,small,COMPLETE
16,694.4786044331889,medium,0.5086659225114218,True,True,True,False,True,True,True,False,True,False,True,False,False,True,False,True,False,1.0,0.02966717126743961,16,56,0.2706937326988698,313,30,none,0.0006068339470398495,3.412523850239287e-06,short,max,0.9940290114842792,small,COMPLETE
17,676.413548783095,medium,0.6182760650129288,True,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,1.0,0.023553404093695773,14,44,0.18630896493400467,311,58,none,0.04595732139185964,5.030880119359071e-07,short,max,0.9711377875832832,small,COMPLETE
18,637.5112015002438,medium,0.5617490373357195,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,1.0,0.02947929483347812,10,65,0.2840325842015197,474,76,medium,0.03941043493126244,2.2614537391985636e-07,short,max,0.8157488442141224,small,COMPLETE
19,652.7618014993642,medium,0.5694994829786549,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,1.0,0.03533796681561364,9,66,0.3946260599916334,467,79,medium,3.795949056642736e-05,1.1705224672572614e-07,short,idw,0.8114727667039521,medium,COMPLETE
20,711.9230825489603,medium,0.6701511679740604,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,1.0,0.015951831928784594,11,45,0.15067067744350912,602,75,medium,0.003052130575014038,1.8633625702171867e-05,short,None,0.7915594038660695,small,COMPLETE
21,649.9878881953068,medium,0.552704785313241,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,1.0,0.036942784334157236,8,70,0.4087414760390786,465,53,medium,2.5483014690939535e-05,1.883293512450628e-07,short,idw,0.8364101081473851,medium,COMPLETE
22,645.5998253891172,medium,0.5537637980919295,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,1.0,0.0371435162183264,8,65,0.2620673484881256,428,55,medium,1.560752219142465e-06,1.08068024789866e-07,short,idw,0.9308958068075034,medium,COMPLETE
23,646.4188551111902,medium,0.500333197171151,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,1.0,0.019583052245625933,8,64,0.25150206018545535,448,25,medium,2.59237105686157e-06,4.510137079223441e-06,short,distance_energy,0.9342480013703698,medium,COMPLETE
24,767.0222849864291,medium,0.6560236853642508,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,1.0,0.2902514559271196,11,47,0.23504026109665455,377,62,medium,1.658479064529315e-06,8.163465572130533e-08,short,distance_population,0.9513988750098711,medium,COMPLETE
25,657.4103266201605,medium,0.5620054975141969,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,1.0,0.03666918138240069,5,81,0.3367797103925435,582,81,medium,0.0002792155831590567,1.601739545833956e-06,long,idw,0.8860966203120709,medium,COMPLETE
26,647.1636819399282,medium,0.5455979890181274,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,1.0,0.08674896464511614,9,50,0.15934222955190025,436,44,medium,0.006023017685155398,1.2024695365057524e-07,short,max,0.9213903641449122,small,COMPLETE
27,610.7639574898593,medium,0.7727047898577039,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,1.0,0.022781074604225567,7,35,0.29291781381776755,512,110,medium,0.09838540268634781,4.98675909961481e-05,short,max,0.714605562315068,small,COMPLETE
28,629.1260289561658,medium,0.8012551895437574,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,1.0,0.021117005855106934,7,32,0.30701468304602136,505,111,medium,0.02317438910504876,0.00775364004619446,short,max,0.7268951775557038,small,COMPLETE
29,886.1981879740221,medium,0.7944819434830396,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,12.0,0.021085144316416938,5,27,0.3105953526673129,596,118,medium,0.1961298680911294,0.01479953307577191,long,distance_energy,0.7156410389802135,small,COMPLETE
30,611.1676237093906,medium,0.8074079963579542,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,1.0,0.014473601034404862,7,36,0.36633264598128285,501,107,medium,0.0012634788808246558,0.9467394108657726,short,max,0.6893936368143455,small,COMPLETE
31,616.797090719846,medium,0.8208745543422236,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,1.0,0.0143463579381325,7,35,0.3676640693164118,495,111,medium,0.013334441207721764,0.028343483683964225,short,max,0.7168682214033321,small,COMPLETE
32,605.308705971362,medium,0.8233925410029741,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,1.0,0.01400172428130143,7,37,0.3511980373112732,517,108,medium,0.011711548436712273,0.7221137559713455,short,max,0.7045077774092747,small,COMPLETE
33,893.7415708395143,medium,0.8425041823075266,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,12.0,0.013621474687955697,7,40,0.36189501509702965,564,133,medium,0.001004190083304249,0.677906140237192,short,max,0.6796724650087148,small,COMPLETE
34,893.2528286928624,medium,0.820951978342649,True,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,True,6.0,0.010029400666199449,6,19,0.4115205603348846,650,104,medium,0.0014301745577247485,0.051750097078355484,short,population,0.6619517509637449,small,COMPLETE
35,653.758392757236,medium,0.7651825681843261,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,1.0,0.013620360003341244,4,25,0.3849949712961313,651,87,medium,0.00013972399261939802,0.9491856818077214,none,max,0.6893659059701185,small,COMPLETE
36,836.5088985686745,medium,0.7239679785517654,True,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,12.0,0.01276534023224741,7,39,0.4338897852586398,493,126,medium,0.13679500129214375,0.045436797708914366,short,max,0.6408024759968484,none,COMPLETE
37,626.0587103664928,small,0.8570042855023282,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,1.0,0.01651849730908317,6,9,0.4389832443865037,688,106,medium,0.012891123479246699,0.001683348863671544,short,energy,0.7658827787178631,small,COMPLETE
38,627.676552662493,medium,0.8237838988233432,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,1.0,0.01497506018549264,4,32,0.4907896117247358,553,92,medium,0.29580449108162854,5.530266347458941e-05,none,population,0.6052671428700895,small,COMPLETE
39,691.9347637665383,none,0.7478700328740313,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,6.0,0.011562399475750561,7,36,0.3485196481516917,611,147,medium,0.005017904029748001,0.00017905952807631938,short,None,0.695496830715539,small,COMPLETE
40,652.4244699847526,medium,0.9324338541545966,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,1.0,0.018360995716473573,6,17,0.3362921342797527,742,138,small,0.010877891890409995,0.24906974222582978,long,max,0.7339388112710613,none,COMPLETE
41,622.6938506768473,small,0.8455373626971607,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,1.0,0.01624117007600098,6,5,0.4410859980750388,683,105,medium,0.015278000998006181,0.031897972552976855,short,energy,0.7719313696384654,small,COMPLETE
42,694.2480605015938,small,0.8761261940852227,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,1.0,0.011375234858979236,4,6,0.43756620861528284,687,122,medium,0.0021313970920185566,0.058838365607229236,short,energy,0.6554145227597094,small,COMPLETE
43,666.6080461293383,small,0.7008792394890466,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,1.0,0.014843887596716884,8,15,0.37234846217187634,625,112,medium,0.015406388658682655,0.0017323437998308176,short,energy,0.7798007535239002,small,COMPLETE
44,641.4125228706978,small,0.7980324624098782,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,1.0,0.02470260356462675,6,24,0.4614057910235198,516,98,medium,0.10464784983411132,0.3507424986192099,short,energy,0.7374779413484521,small,COMPLETE
45,868.2866015633082,small,0.8286677561507404,True,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,6.0,0.010068030744827643,7,30,0.4094989269981331,766,110,medium,1.012597958696878e-08,0.09973033377460937,short,distance_population,0.7034118805358421,small,COMPLETE
46,718.2178323135148,none,0.7705132723843977,True,False,True,False,True,False,True,True,True,True,False,True,True,False,True,False,True,12.0,0.018124257058878403,5,41,0.318867466451702,831,92,small,0.007214339325457119,0.016050487510588365,none,mean,0.6378694998825567,none,COMPLETE
47,642.6245254701496,small,0.9030131448549529,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,1.0,0.012697725092815441,8,13,0.4943314290033103,543,117,medium,0.35215346078091303,0.4246215114783096,short,max,0.7627849798338402,small,COMPLETE
48,676.1074196855753,none,0.8477509448062721,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,1.0,0.10990723296244698,9,52,0.3499054525235022,423,102,medium,0.0006950025346494325,0.0005911004993968464,long,distance_energy,0.6849326285426917,small,COMPLETE
49,665.4632704654591,small,0.9742349425719645,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,,0.023312350615410253,5,36,0.38857143196040855,692,128,small,0.9375145236653206,0.02621789056280941,short,max,0.5894152311989215,small,COMPLETE
50,648.4081762785239,medium,0.7514122217403907,True,False,True,True,False,False,False,True,True,False,True,False,True,False,False,False,False,1.0,0.015862574992436564,7,22,0.22106318193246255,988,88,medium,0.06595285302033577,0.1407171404128598,short,energy,0.8000913213742727,small,COMPLETE
51,629.6566408531502,small,0.8595438936161394,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,1.0,0.016918575129032647,6,10,0.4240916871439898,710,107,medium,0.022860459740075743,0.001901896005079444,short,energy,0.7570601822684839,small,COMPLETE
52,650.3979824544575,small,0.8835498556775975,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,1.0,0.014286910218578572,6,5,0.4755382417386339,679,98,medium,0.012113652239992204,0.0028253396613515227,short,energy,0.721301669330857,small,COMPLETE
53,814.582150277165,small,0.8637715084166033,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,1.0,0.019951300550292102,3,11,0.29474549592695054,572,122,medium,0.0028264811901538792,0.00013865791951922577,short,energy,0.7723027034600144,small,COMPLETE
54,877.9499012217208,small,0.9393624400975555,True,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,1.0,0.011807455925331025,7,31,0.45672533330265525,356,114,medium,0.025158913686795417,0.0003348287030256752,short,max,0.7412080764007832,small,COMPLETE
55,629.9051278205492,small,0.8104338535596711,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,1.0,0.02749605664562077,6,26,0.446043043122812,638,105,medium,0.0051949242650651045,0.005081302332423242,short,mean,0.67102653937126,small,COMPLETE
56,654.4926338051013,medium,0.7846186476681073,True,False,True,False,True,False,True,False,True,True,False,False,True,True,False,True,True,1.0,0.017129218431244077,9,18,0.3690628942573371,488,136,medium,0.07308857068787451,2.2950816895476145e-05,short,None,0.5388264271614239,small,COMPLETE
57,666.0627481163696,medium,0.8535766709357984,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,,0.023091656189957385,8,8,0.3995164946378066,734,85,medium,0.0001269003942011289,0.0008784395461218237,none,energy,0.8335634276626055,none,COMPLETE
58,624.2996475350474,small,0.8350073555382508,False,True,True,False,True,True,True,False,True,False,False,False,False,False,False,False,True,1.0,0.012709315327348173,5,47,0.4207233291926173,530,123,small,0.00028504084962622465,0.5575481554369834,short,max,0.7075113837480388,small,COMPLETE
59,778.0246846580426,medium,0.835813316146384,False,True,True,True,False,True,True,False,True,False,True,False,False,True,False,False,True,6.0,0.01253100575683579,4,48,0.3339398224320983,528,124,small,0.0003104863686120764,0.47160228008853833,short,max,0.6280254844967091,small,COMPLETE
60,623.2915389285496,none,0.8144860555210266,False,True,True,False,True,True,True,False,False,False,False,True,False,False,True,True,False,1.0,0.01078049551946764,5,43,0.384455197792273,455,141,small,0.0017534045819337237,0.10865136031426363,short,max,0.7069151093820382,small,COMPLETE
61,624.6543994788398,none,0.7812663659106531,False,True,True,False,True,True,True,False,False,False,False,True,False,False,True,True,False,1.0,0.010318996605952643,5,43,0.3806199366876421,464,143,small,6.118683168072518e-05,0.258074812537482,short,max,0.7061140915778769,small,COMPLETE
62,808.0572847196137,none,0.8115557507980383,False,True,True,False,True,True,True,False,False,False,False,True,False,False,True,True,False,1.0,0.011170798579935972,3,54,0.35622625262618235,500,131,small,0.0012528896980463174,0.09760830645638406,short,max,0.7485254087338994,small,COMPLETE
63,630.1947014575651,none,0.7596373905949647,False,True,True,False,True,True,True,False,False,False,False,True,False,False,True,True,False,1.0,0.014407547642480275,5,38,0.42212114791447103,401,138,small,0.0002237424759688966,0.8323776736640321,short,max,0.7150302414941002,small,COMPLETE
64,640.8780433545612,none,0.7315682597460854,False,True,True,False,True,True,True,False,False,False,False,True,False,False,True,True,False,1.0,0.013093641120678528,7,47,0.2949278023735129,451,119,small,0.00044016957883468165,0.19923977628126271,short,max,0.6710421102471309,small,COMPLETE
65,627.4295283900497,medium,0.893741445683262,False,True,True,False,True,True,True,False,False,False,False,True,False,False,True,True,False,1.0,0.019691553226401075,5,45,0.0774579988094759,414,115,small,0.0019272575057840526,0.02787726144447473,short,max,0.6995575063666726,small,COMPLETE
66,641.1731825464522,none,0.8163872425317035,False,True,True,False,True,True,True,False,True,False,True,False,False,False,False,True,False,1.0,0.015588801390446707,4,29,0.39843248190956926,483,109,small,0.0008458720155637245,0.08404923999091247,long,distance_population,0.7823453225021256,medium,COMPLETE
67,888.0673426352315,medium,0.8371750959205552,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,12.0,0.012201919733770746,6,35,0.3295572556306658,551,101,none,0.03905212350202052,0.454595035905536,short,max,0.6570654826707161,small,COMPLETE
68,637.1892048765045,medium,0.7947647867655325,False,True,True,False,True,True,True,False,False,False,False,True,False,False,False,False,False,1.0,0.042266207739718745,8,42,0.4205600964465642,367,141,small,0.0035523175809109298,0.9288729156540495,short,population,0.7190357301564981,small,COMPLETE
69,658.4015611918929,medium,0.8734526982088009,False,True,True,False,True,True,False,False,True,False,True,False,False,True,True,False,True,,0.013896569170770822,6,50,0.35007773708232826,528,93,small,6.877764521196533e-05,0.027402484438417578,short,max,0.6803889500780594,small,COMPLETE
