number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moist,params_compute_clear_sky_fraction,params_compute_cloud_cover_fraction,params_compute_diffuse_ratio,params_compute_direct_ratio,params_compute_dni_ratio,params_compute_global_tilted_ratio,params_dew_point_temperature,params_drop_raw_features,params_drop_raw_solar_features,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_shortwave_lags_option,params_spatial_agg_method,params_subsample,params_use_solar_geometry,params_vapor_pressure,state
10,678.9389685816371,large,0.5052554463724059,True,True,True,False,False,False,False,True,True,True,True,,0.11391255729681225,12,100,0.37962210876658,965,121,large,0.17641972056381028,5.381326023790089e-06,small,None,0.8678760177536172,True,False,COMPLETE
11,555.9755309506787,small,0.5713824170478737,True,False,True,False,False,False,False,True,False,True,False,,0.26351517029893773,16,16,0.11503174240865582,820,120,small,1.4629858801933043e-05,0.036154699592180276,large,capacity,0.6861228582086064,False,False,COMPLETE
12,623.8073159056515,small,0.5189699922399535,True,False,True,False,False,False,False,True,False,True,False,,0.2724704651359693,13,6,0.07562541242889373,836,119,small,1.2685513999374965e-05,0.6836616559637254,large,mean,0.6272210023817129,False,False,COMPLETE
13,548.0250732436592,medium,0.5688055811824864,True,False,True,False,False,False,False,True,False,True,False,,0.08818658928896148,12,52,0.12806790825185674,658,63,small,0.02904386892122871,0.0393166780134506,large,capacity,0.6765121988629942,False,False,COMPLETE
14,856.8759767390653,medium,0.5541868203977187,True,False,True,False,False,False,False,True,False,True,True,6.0,0.11169503068194121,14,61,0.12359996462811187,632,64,small,0.04012857212870116,0.0280392765293171,large,capacity,0.7253282123771512,False,False,COMPLETE
15,569.5357297050377,medium,0.6882822161269275,True,False,True,False,False,False,False,True,False,True,False,,0.2943116305871183,15,17,0.13559593594708208,662,64,small,0.03083316416665273,0.02190609146871156,large,capacity,0.838284543831785,False,False,COMPLETE
16,566.2671337458817,small,0.5678549812168528,True,False,True,False,False,False,False,True,False,True,False,,0.1420112872945337,11,88,0.008499492259841743,871,98,small,0.8154578689786682,1.517230083519874e-05,large,distance_n_panels,0.5951805560849077,False,False,COMPLETE
17,596.568470190847,medium,0.6496734676734685,True,False,True,False,False,False,False,True,False,True,False,,0.03979216572770948,6,48,0.14801539601573682,673,66,small,0.006493146965088447,0.08252225607047697,large,idw,0.690485304788977,False,False,COMPLETE
18,922.7907369371109,small,0.747728465054595,False,True,False,False,False,False,False,True,False,True,True,6.0,0.09100189903316344,14,23,0.07478107972455295,587,40,small,1.0922810039595628e-05,0.005040905219759796,large,mean,0.9204796334972168,True,True,COMPLETE
19,698.5731156956754,medium,0.5604060893674914,True,False,True,False,False,False,False,True,False,True,False,12.0,0.21223896073092852,11,6,0.1815913064127928,910,135,small,7.493144075741444e-05,1.164387774338451e-08,large,n_panels,0.6926177296759396,False,False,COMPLETE
20,560.5326860358537,small,0.8056154848457074,True,False,True,False,False,False,False,True,False,True,False,,0.13701681364715051,15,65,0.10837434814476676,686,73,small,0.0011785765622793552,0.9459015631558448,small,None,0.7931143813340366,False,False,COMPLETE
21,576.0217753560352,small,0.8287158075222194,True,False,True,False,False,False,False,True,False,True,False,,0.13804559212811177,15,66,0.08512323802317116,726,73,small,0.0014917726255484385,0.9326674770560395,small,None,0.7933943048386816,False,False,COMPLETE
22,541.2688504080719,small,0.9044747342325261,True,False,True,False,False,False,False,True,False,True,False,,0.23045516226782087,16,88,0.10141575033352301,705,47,small,0.01507063209496904,0.12604900369581076,small,None,0.7281314480016087,False,False,COMPLETE
23,569.8203486580693,small,0.9056209569352726,True,False,True,False,False,False,False,True,False,True,False,,0.24544958900777317,16,86,0.04474907663301393,783,50,small,0.016540478791592185,0.003080485714517225,small,None,0.6538822419529462,False,False,COMPLETE
24,576.120356753745,medium,0.9103486166484692,True,False,True,False,False,False,False,True,False,True,False,,0.19469478267841903,13,98,0.1610816127792445,604,25,small,0.2698076801768904,0.08715200292490606,small,capacity,0.724633957170123,False,False,COMPLETE
25,549.2164605557997,small,0.5894015396946728,True,False,True,False,False,False,False,True,False,True,False,,0.07497855619202193,14,43,0.29208123336326236,715,48,small,0.10729924116517747,0.07467875136503543,large,capacity,0.5873194346032063,False,False,COMPLETE
26,669.3245597808719,small,0.9934773060564815,False,True,False,False,False,False,False,False,False,False,True,,0.04393668456412854,12,41,0.29164410356281284,718,50,small,0.08247064774448436,0.15582502926550332,large,None,0.5775321720463739,True,True,COMPLETE
27,796.604547430551,medium,0.6947094234554032,True,False,True,False,False,False,False,True,False,True,False,12.0,0.07198879030428956,14,54,0.31166561968614004,561,37,small,0.8360515280248939,0.006334439431175869,small,capacity,0.5474609913618069,False,False,COMPLETE
28,808.863110670636,small,0.7782548432171511,True,False,True,False,False,False,False,True,False,True,False,6.0,0.09828915004001253,10,83,0.21224152929873782,632,10,small,0.012618341688691161,0.20910709207457998,medium,distance_n_panels,0.6086749274444511,False,False,COMPLETE
29,568.4346314819003,small,0.6440005759711189,True,False,True,False,False,True,False,True,False,True,False,,0.02983058057985214,12,29,0.18060836029273047,508,54,none,0.08491825109093035,3.4496821154392655e-05,large,capacity,0.7453858112436018,False,False,COMPLETE
30,575.4821434479949,medium,0.6142971875042452,True,False,True,False,False,False,False,True,False,True,False,,0.16397044089505192,14,44,0.384880143497409,718,24,small,0.0003085850263493217,0.001987136497326746,large,mean,0.6559389087830307,False,False,COMPLETE
31,556.4926181318095,small,0.5361240309963976,True,False,True,False,False,False,False,True,False,True,False,,0.24300074561083732,16,57,0.0568496096215087,787,39,small,3.2971786486777034e-06,0.037314031052169516,large,capacity,0.6789802604520049,False,False,COMPLETE
32,570.79382680034,small,0.5793806123702445,True,False,True,False,False,False,False,True,False,True,False,,0.07833514904497041,15,30,0.10426653327970642,891,56,small,6.888474741152147e-05,0.05972485081463474,large,capacity,0.7258059470600629,False,False,COMPLETE
33,559.7061457461563,small,0.5974394951113994,True,False,True,False,False,False,False,True,False,True,False,,0.04979630747939313,16,69,0.27507794350949677,825,96,small,0.004244632354191857,0.012646049368687483,large,n_panels,0.7694022942936997,False,False,COMPLETE
34,641.73144809115,large,0.5373901795394023,True,False,True,False,True,False,False,True,False,True,False,,0.16247207259193755,15,48,7.909442045886395e-05,757,77,small,0.3098222579234602,0.2546493190692729,large,capacity,0.6605810168104982,True,True,COMPLETE
35,734.3909720940792,small,0.6596414793644526,True,False,True,False,False,True,True,False,True,True,False,1.0,0.06928359339441008,13,18,0.34516970370780475,697,44,small,2.617010296397947e-05,0.0006212423005738763,medium,idw,0.7090593342482473,False,False,COMPLETE
36,578.2033322678444,large,0.6244188947873262,True,False,False,False,True,False,False,True,False,True,False,,0.22512237135860175,14,59,0.19559503096462938,793,60,large,2.3026493078026184e-06,0.012242483869139512,large,max,0.557310436303765,False,False,COMPLETE
37,813.4410137200706,small,0.7136071030840371,False,True,True,False,False,True,False,True,True,False,True,6.0,0.09189790698514771,16,23,0.4489591162321953,854,132,none,0.007596931922185465,0.34027125412430614,none,distance_capacity,0.5926226888741274,False,False,COMPLETE
38,636.556566456445,none,0.5881812232347533,True,False,True,True,True,False,True,False,False,True,False,1.0,0.054972809929957574,10,34,0.03573582773800468,758,109,large,0.00043846023432503594,0.0657676730524469,small,capacity,0.7520813227747217,True,True,COMPLETE
39,837.695551281171,small,0.8545054689575879,True,False,False,False,False,False,False,True,False,False,False,12.0,0.010766701051563271,15,50,0.22735282201544094,300,83,small,0.002608649453327097,8.802962097690681e-07,none,capacity,0.6330673101386759,False,False,COMPLETE
40,602.607130850135,small,0.9380003458649224,False,False,True,True,False,True,True,False,True,True,False,,0.025432657309343965,13,12,0.16520769401074498,931,25,none,0.03995251812691561,0.007639281963574461,medium,n_panels,0.7947478570738828,False,False,COMPLETE
41,580.0590686008823,small,0.5418157380310462,True,False,True,False,False,False,False,True,False,True,False,,0.2518254877894256,16,57,0.06120172146701512,804,33,small,3.822657239379329e-06,0.025783395630890167,large,capacity,0.6830632237918826,False,False,COMPLETE
42,543.6620074530096,small,0.5269824043187359,True,False,True,False,False,False,False,True,False,True,False,,0.17652430153446783,16,79,0.11831093170381204,762,44,small,2.290417144273066e-06,0.06149061022951198,large,capacity,0.6684230259499849,False,False,COMPLETE
43,552.480140014969,small,0.5069030424141582,True,False,True,False,False,False,False,True,False,True,False,,0.11882904866320815,16,93,0.10690885803256832,633,44,small,2.2570223928485386e-07,0.1416410456072695,large,capacity,0.6154794510953341,False,False,COMPLETE
44,582.8450182873781,none,0.5027772429172152,True,False,True,False,False,False,False,True,False,True,False,,0.1078205297969885,3,92,0.09216856135823033,634,47,small,5.6916782251651294e-08,0.4139402277778881,large,distance_capacity,0.6123093533163289,False,False,COMPLETE
45,600.5473736699968,large,0.5216090623443621,True,True,True,True,True,False,False,True,False,False,False,,0.11991705724628904,15,80,0.13705331086103742,590,19,large,6.462392217546693e-07,0.12645860449547017,large,max,0.5253446944872874,False,False,COMPLETE
46,648.9071062252301,small,0.5203983990578882,True,False,True,False,False,False,True,True,True,True,True,1.0,0.16698803803949125,14,93,0.3476937060232627,690,56,small,0.118869152809004,0.00028463185154349504,none,capacity,0.5798438529730254,False,True,COMPLETE
47,565.8222276754049,medium,0.500230694957322,True,False,False,False,False,False,False,True,False,True,False,,0.062243468605100834,12,76,0.2654037254032452,652,33,small,6.793458678943821e-08,0.3842580327375762,small,None,0.6397018736786633,True,False,COMPLETE
48,544.6142415868148,small,0.6061267007811996,True,False,True,False,False,True,False,False,False,True,False,,0.12425411310551623,15,94,0.12410835279880032,741,43,small,1.7880678324160824e-07,0.016826968267204968,large,capacity,0.6700932745183972,False,False,COMPLETE
49,795.7801165284969,none,0.6306099711134003,False,True,True,True,True,True,False,False,False,True,False,12.0,0.18916060689065772,7,80,0.14924455947651208,743,62,none,1.5997858719162057e-08,0.015889481924602114,large,idw,0.6625615608566471,False,False,COMPLETE
50,622.7895650012888,medium,0.5944634589914958,True,False,True,False,False,True,False,False,False,False,True,,0.08274617125558818,14,97,0.12683675864758345,709,68,small,3.973349761106888e-07,0.0019217732082655807,large,distance_n_panels,0.7137658282088757,False,False,COMPLETE
51,541.3448356041864,small,0.5495521835037068,True,False,True,False,False,True,False,False,False,True,False,,0.1289170684526908,16,91,0.09901309883208967,661,44,small,1.2668141358564097e-07,0.04367087997430351,large,capacity,0.623139265957886,False,False,COMPLETE
52,541.6651117655397,small,0.5645900158237604,True,False,True,False,False,True,False,False,False,True,False,,0.14307985082611777,15,88,0.23147351647498476,741,40,small,7.622828118367455e-08,0.04625377425172152,large,capacity,0.7033956452620567,False,False,COMPLETE
53,547.8825214749286,small,0.5355317832073883,True,False,True,False,False,True,False,False,False,True,False,,0.14251638864953514,15,88,0.020407122524408655,669,41,small,9.555141787585824e-08,0.003669917150806414,large,capacity,0.7388792015776977,False,False,COMPLETE
54,541.6216298939443,small,0.5513144486702062,True,False,True,False,False,True,False,False,False,True,False,,0.15115126920648725,15,89,0.06984387229803422,760,29,small,9.259981747428515e-08,0.000963084961676792,large,capacity,0.7363188733324658,False,False,COMPLETE
55,543.9793376445574,small,0.5540239020182509,True,False,True,False,False,True,False,False,False,True,False,,0.19945008827052177,16,84,0.059339937193220636,748,28,small,2.5333808605938405e-08,4.9536247527684725e-05,large,capacity,0.7024470388418187,False,False,COMPLETE
56,583.4867455050453,small,0.553110205103102,True,False,True,False,False,True,False,False,False,True,False,6.0,0.20234704884161178,16,72,0.06041913358924342,765,29,large,1.0019826906454262e-06,8.516249842927415e-05,small,None,0.6984725703373976,False,False,COMPLETE
57,615.450705780529,small,0.5735639637093218,True,False,True,False,False,True,True,False,True,True,False,,0.29649508960058824,16,86,0.08708827400668648,811,17,small,2.148799309285021e-08,8.227843580291032e-06,large,mean,0.776586975278339,False,True,COMPLETE
58,560.4609083935546,small,0.5558154930685908,True,False,False,False,False,True,False,False,False,True,False,,0.18245425788898992,16,81,0.04172712227106115,847,31,small,3.572695351544548e-08,5.7637139073187723e-05,medium,capacity,0.8342451251931076,True,False,COMPLETE
59,770.7638527758463,small,0.8833778324476194,False,False,True,False,False,True,False,False,False,True,False,1.0,0.15190981188035982,15,89,0.022453231753477243,779,10,small,1.0859322555654523e-08,0.0001962382650802387,large,capacity,0.7556834436794234,False,False,COMPLETE
60,631.2033211685831,small,0.9700122975349713,True,True,True,True,False,True,False,False,False,True,True,,0.22413118554237854,5,100,0.07566705244311603,736,23,small,1.2193850475004446e-07,3.106655983960082e-06,small,distance_capacity,0.7044475431364428,False,False,COMPLETE
61,552.4120349473559,small,0.6108666033820908,True,False,True,False,False,True,False,False,False,True,False,,0.12109902055906147,15,95,0.09648060830221478,737,35,small,3.651382464749924e-08,0.0008342752745712657,large,capacity,0.7329647993401699,False,False,COMPLETE
62,535.6393169134595,small,0.5509943866156249,True,False,True,False,False,True,False,False,False,True,False,,0.18305365586603659,15,85,0.06667768599345017,684,42,small,3.406292776055082e-07,0.04278107027446924,large,capacity,0.6700285244592367,False,False,COMPLETE
63,556.7948550161383,small,0.5257858697617349,True,False,True,False,False,True,False,False,False,True,False,,0.1795084435678187,16,84,0.06931624004888032,609,28,small,4.6091074939889024e-07,2.723673208132376e-05,large,capacity,0.6490609383025638,False,False,COMPLETE
64,548.8536489282427,small,0.5571888346245716,True,False,True,False,False,True,False,False,False,True,False,,0.21196669711326704,15,77,0.019159055860075075,687,20,small,5.442680449175042e-08,0.04053967439867139,large,capacity,0.7158498675964526,False,False,COMPLETE
65,549.9829834214298,small,0.5781732236194723,True,False,True,False,False,True,False,False,False,True,False,,0.15211488643491883,14,90,0.0499616899454062,672,38,small,1.046376926559608e-06,0.598867979396837,large,None,0.6945791370821537,False,False,COMPLETE
66,564.0492974025466,small,0.5445336896670203,True,False,True,False,False,True,False,False,False,True,False,,0.27303147139531325,8,73,0.08111666823621498,704,54,small,3.215828157452708e-07,0.007260376741825116,none,capacity,0.6768697367094447,False,False,COMPLETE
67,783.4295282109102,large,0.5636990744097898,True,False,True,False,False,True,False,False,False,True,False,12.0,0.13179315989537616,16,84,0.11633846627641758,552,47,small,1.7477108166570302e-06,0.001470832919430779,large,distance_n_panels,0.910761801410744,False,False,COMPLETE
68,658.7946589111996,small,0.5163186782171051,True,False,True,False,False,True,False,False,False,True,False,,0.2268188080148572,15,79,0.15525929678674646,779,14,none,1.1635259176897434e-07,0.11933601159927051,large,max,0.6265949525947897,False,False,COMPLETE
69,748.8731741050493,small,0.7912592813014424,True,False,True,False,False,True,False,False,False,False,False,6.0,0.16945661136421364,16,90,0.4106254541540551,756,36,small,5.612653212608531e-06,0.0003579248665289122,small,n_panels,0.781051748725559,False,True,COMPLETE
