number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moist,params_compute_clear_sky_fraction,params_compute_cloud_cover_fraction,params_compute_diffuse_ratio,params_compute_direct_ratio,params_compute_dni_ratio,params_compute_global_tilted_ratio,params_dew_point_temperature,params_drop_raw_features,params_drop_raw_solar_features,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_shortwave_lags_option,params_spatial_agg_method,params_subsample,params_use_base_models_pred_intervals,params_use_solar_geometry,params_vapor_pressure,state
35,590.6218149460855,large,0.6455980291434262,False,False,True,True,False,True,False,False,True,False,False,0.08896564508239417,3,35,0.024538301282403422,389,135,none,0.0006449175222133538,3.3061770175453666e-05,medium,idw,0.8366195254130064,False,True,False,COMPLETE
36,598.6253178055382,large,0.63611305779577,True,False,True,True,False,True,True,False,True,False,False,0.14495601527766283,3,36,0.011003300333980275,379,93,none,0.0008414373656479015,1.6040767614399293e-06,medium,idw,0.8321573607180771,False,True,False,COMPLETE
37,631.2047186440465,large,0.5611987509148822,False,True,False,True,False,True,False,True,True,True,False,0.09784880681479066,4,30,0.039486433820561904,304,136,large,3.712968936602662e-05,2.1050181415006325e-05,small,n_panels,0.8399055145990375,False,True,False,COMPLETE
38,612.7131525276174,medium,0.6966858217206536,False,False,True,True,False,True,False,False,True,False,False,0.06555362998697513,8,17,0.03219273589512558,386,108,none,0.001985717114599162,6.079070888821308e-05,medium,idw,0.893964647006554,True,True,False,COMPLETE
39,626.3093544590452,large,0.6350098651368119,False,False,True,True,True,True,True,False,True,False,True,0.09058489022070257,7,27,0.4736308125304614,532,51,none,0.00043052910353957245,8.850392257165012e-06,large,distance_capacity,0.8081366885844607,False,True,False,COMPLETE
40,632.0265097215248,large,0.6632165073018308,False,True,False,False,False,True,False,True,True,True,False,0.03713702510963711,13,35,0.08307489992197194,343,72,large,0.00643299268268692,1.3891299042782256e-06,medium,idw,0.9349771975398531,True,True,False,COMPLETE
41,595.6601265312788,large,0.762215750650728,False,False,True,True,False,True,False,False,True,False,False,0.0586355887225076,4,57,0.07275688411416084,722,126,none,0.0002851992316148444,1.652314334225501e-07,medium,idw,0.9296490925007095,False,True,True,COMPLETE
42,596.1397944908399,large,0.7290728120681396,False,False,True,True,False,True,False,False,True,False,False,0.04543900987742015,4,51,0.0022086196524443713,631,134,none,5.132333681034693e-05,0.0024282667247438826,medium,idw,0.8648314522604856,False,False,True,COMPLETE
43,650.0348797838406,large,0.750677924559958,False,False,True,True,False,True,False,False,True,False,False,0.06757205015476461,3,46,0.029564631439012775,775,116,none,0.0001779583871459185,1.3939339984296913e-08,medium,capacity,0.9634341300733151,False,True,True,COMPLETE
44,638.9663495253668,none,0.6193702549402009,False,False,True,True,False,False,False,False,False,False,False,0.1099065208364569,6,39,0.12373122708107535,515,143,none,0.0011874971448261535,0.011904463330959925,large,idw,0.7769705436347683,False,False,False,COMPLETE
45,637.3707897819063,medium,0.9106966267341026,False,False,True,True,False,True,True,False,True,False,False,0.05531714015677647,5,62,0.08106119492823365,558,127,none,0.003959060528464717,0.0016732622829289036,medium,None,0.9015231231439456,False,True,False,COMPLETE
46,595.1230106231056,large,0.7751621007944038,True,False,True,False,True,False,False,False,False,False,False,0.028167452619061322,4,18,0.12149735125251557,681,121,none,0.0007178572760362451,0.00016381474482768117,small,idw,0.9684907072846018,False,False,True,COMPLETE
47,627.5531777540715,small,0.8260892272324118,False,False,True,True,False,True,False,False,True,False,False,0.04114378212766958,16,34,0.060389878340915956,458,144,large,6.231072758430443e-06,0.34473263518489033,medium,idw,0.8044478703290884,False,False,False,COMPLETE
48,617.3905338112185,large,0.6527541536107296,False,False,False,True,False,True,False,False,True,True,False,0.12885201301738425,3,28,0.09966269549985295,585,135,none,0.00015372022647758136,0.000770059915813949,medium,distance_n_panels,0.7548276430316792,False,True,False,COMPLETE
49,655.9647065194513,large,0.5931705361056647,False,True,True,True,True,False,False,True,False,False,False,0.08215243688164796,6,54,0.04893914919805955,779,112,none,0.00044530664206402583,8.039084487642684e-06,large,capacity,0.9327859777831548,True,False,True,COMPLETE
50,631.7862985219831,large,0.7056190691456248,False,False,True,False,False,True,True,False,True,False,True,0.030871852224427378,7,11,0.44160631603866163,617,31,none,4.0960647188737186e-05,0.03783032763757538,medium,n_panels,0.882428498405547,False,False,False,COMPLETE
51,598.3347570970027,large,0.7774921009107896,False,False,True,True,False,True,False,False,True,False,False,0.0729433494594839,5,40,0.2177264437951722,609,144,none,0.12703405924343592,0.004372971420315416,medium,mean,0.9880151816025372,False,False,False,COMPLETE
52,597.2584181122479,large,0.7457091312995026,False,False,True,True,False,True,False,False,True,False,False,0.060855101806810856,5,42,0.17473928909368008,666,130,none,0.34063540139862847,0.009996314102957345,medium,mean,0.9765165430433276,False,False,False,COMPLETE
53,606.732386953719,large,0.6779793607194459,False,False,True,True,False,True,False,False,True,False,False,0.10485021213889366,4,36,0.1355495349360894,502,147,none,0.06054245954838471,0.06822684791823182,medium,mean,0.9997551817007335,False,False,False,COMPLETE
54,628.3725324782644,small,0.8409357531269354,False,False,True,True,False,True,False,False,True,False,False,0.05096570448040699,3,48,0.1853441938249961,546,136,none,0.34052488951815807,0.004945026306500252,medium,mean,0.9463572452706804,False,False,False,COMPLETE
55,607.4675081053605,large,0.8122196462210829,False,False,True,True,False,True,False,False,True,False,False,0.08643005666114334,5,68,0.01858387603820734,712,119,large,0.01929425649807439,0.01699795840684656,medium,distance_capacity,0.9116449773161827,False,False,False,COMPLETE
56,600.4427649517676,large,0.7247455180484559,False,False,True,True,False,True,False,False,True,False,False,0.07606090982181657,6,62,0.07144190339057147,634,138,none,0.00446585353658354,0.308181799952424,small,idw,0.9543593791071344,False,False,False,COMPLETE
57,606.3700555103061,large,0.7815567068891419,True,False,True,True,True,True,False,False,True,False,False,0.13282662527552427,14,57,0.02956028538940742,585,129,none,0.9358980593440138,0.0002950491362596315,medium,mean,0.845046480973195,False,False,True,COMPLETE
58,629.4653728018758,medium,0.8113129412681447,False,False,True,False,False,False,False,False,False,False,False,0.04148466642205996,4,42,0.27781838160627953,472,147,none,8.293436621693052e-05,0.0016721123449175456,medium,distance_n_panels,0.9786956499026233,False,False,False,COMPLETE
59,634.8937838099131,large,0.6838844132711118,False,True,True,True,False,True,False,True,True,False,False,0.0640313381913054,5,22,0.10994341014844707,531,123,none,5.149429217619386e-06,0.05017414325536649,medium,None,0.9229505946679217,False,False,False,COMPLETE
60,639.966612463675,none,0.644570601269859,False,False,True,True,False,True,False,False,True,True,False,0.11162298456006595,7,32,0.3470121058330318,572,106,none,0.010461459519470888,7.163587016611327e-05,medium,max,0.9427000107709197,False,True,False,COMPLETE
61,597.2049192531134,large,0.7638570585027421,True,False,True,False,True,False,False,False,False,False,False,0.01803877394625741,4,17,0.12028127847111215,690,120,none,0.0005087198606794702,2.5818635135533447e-05,small,idw,0.9674009188006444,False,False,True,COMPLETE
62,609.5353862885187,large,0.7941782058440623,True,False,True,False,True,False,False,False,False,False,False,0.027164422737566356,3,5,0.13514158737330714,762,132,none,2.0903286758516136e-05,0.0001441873444865015,small,idw,0.9879762374512978,False,False,True,COMPLETE
63,600.5170348618032,large,0.6125143185785358,True,False,True,False,True,False,False,False,False,False,False,0.012475814524542097,4,20,0.0891526695073388,668,116,none,0.0019280246024865964,0.002868844828943361,small,idw,0.9671558684878937,False,False,True,COMPLETE
64,608.2168345198669,large,0.7467592934218129,True,False,True,False,True,False,False,False,False,False,False,0.0935827814382942,6,25,0.060987188886599805,600,86,none,0.0008829994568533392,0.0005287830927688778,small,mean,0.9978269016257781,False,False,True,COMPLETE
65,603.6776243641362,large,0.8585695142841259,True,False,True,False,True,False,False,False,False,False,False,0.01699222703791853,5,15,0.11159619066272398,807,138,none,0.00024355750289110464,0.007868371861070646,small,idw,0.8773676194833991,False,False,True,COMPLETE
66,630.4823140683361,small,0.7121498399428137,True,False,False,True,True,True,False,False,True,False,True,0.0314604223095685,3,38,0.2258765130674773,651,123,small,0.0494458274282711,0.00014673822392380839,large,mean,0.9040151125253144,False,False,True,COMPLETE
67,600.627301561609,large,0.6710757922641554,False,False,True,False,False,False,False,False,False,False,False,0.08109851059706018,4,29,0.14264857271070808,706,95,none,0.00012219373627822785,9.060421586001306e-06,medium,idw,0.9507845576429449,True,False,False,COMPLETE
68,620.9360011591323,large,0.6958379005319006,False,False,True,True,False,True,True,False,True,False,False,0.07031762238741622,8,45,0.16366282214080322,617,129,none,0.0012498700860616532,0.021811850107525486,none,idw,0.8519745667390157,False,False,False,COMPLETE
69,598.6235477724908,large,0.7711048897797002,True,False,True,True,False,True,False,False,True,False,False,0.05034055202836978,5,26,0.04627082876520056,505,141,large,0.0005907364086216922,0.001205121708636426,medium,mean,0.9754046483440316,False,False,True,COMPLETE
