number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_cloud_cover_fraction,params_compute_cooling_degree_hours,params_compute_dew_point_spread,params_compute_effective_solar,params_compute_heating_degree_hours,params_compute_humidex,params_compute_pressure_trend,params_compute_rain_indicator,params_compute_temp_gradient,params_compute_wind_chill,params_compute_wind_components,params_compute_wind_power_density,params_compute_wind_speed_gradient,params_drop_basic_meteo_features,params_drop_rad_meteo_features,params_drop_wind_meteo_features,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_rolling_temp_option,params_spatial_agg_method,params_subsample,params_temp_lags_option,state
20,1212.4506431694745,small,0.6228215074134978,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,6.0,0.028271651238281664,10,49,0.3579976410165209,896,86,none,7.756549796619016e-08,0.0007569096012161778,none,distance_population,0.9584463467820477,small,COMPLETE
21,852.353296908083,small,0.6454698928946274,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,6.0,0.021283120309991122,9,18,0.0012891379121817278,989,122,none,3.6781613494401137e-06,0.03817834059037286,none,distance_energy,0.9135483921052765,small,COMPLETE
22,971.4151334508847,small,0.6729629330987484,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,6.0,0.016004543521679584,8,14,0.03988767074386884,962,119,none,3.30470584956532e-06,0.035831189125680944,none,distance_energy,0.9953619696029516,small,COMPLETE
23,891.5059009358048,small,0.7593307086959591,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,6.0,0.022813268047385014,11,27,0.00836813383190876,833,150,none,5.793714938123584e-05,0.008995921017122441,none,distance_energy,0.9309138581098623,small,COMPLETE
24,1150.5729864859024,small,0.6012262291137782,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,6.0,0.04778622144751461,6,28,0.08076630651822565,995,106,none,0.0001948392823300557,0.00012557854647508854,none,None,0.8661821262642314,small,COMPLETE
25,1149.629689438719,none,0.5045689458428847,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,6.0,0.014618800222379104,7,5,0.48075916841415,921,135,medium,1.0368988324330267e-07,0.6682518601233324,none,idw,0.9519820298683385,small,COMPLETE
26,1248.0964138875304,small,0.7327457843777522,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,12.0,0.03747307287143631,9,15,0.11664051720709759,756,131,none,1.828159489827715e-06,0.12470763206038323,none,distance_energy,0.8197200689425139,small,COMPLETE
27,1003.7260947132804,small,0.5604903110370665,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,1.0,0.010228524096542903,11,31,0.04212791058576611,840,60,none,2.4323732452541863e-05,0.002161718719972004,none,distance_energy,0.6808983184643965,small,COMPLETE
28,1063.4818170461112,small,0.6689452173224758,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,,0.026036701283023624,5,13,0.04583092602191309,925,110,none,1.4784654302502286e-07,0.09190067278580046,short,distance_energy,0.8907878331197673,medium,COMPLETE
29,1043.2489357663517,none,0.5476122312184634,True,True,False,False,True,False,False,True,True,False,True,True,True,False,True,False,False,,0.01826711599466509,13,79,0.2018118679153512,760,124,medium,0.18919895586659932,0.0005108484583945945,long,mean,0.999553863287613,none,COMPLETE
30,1348.780020002063,small,0.8020966571157255,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,6.0,0.012991276963560634,8,23,0.15242990308840149,1000,141,none,1.2865678203106883e-08,1.1716632480798872e-05,long,distance_energy,0.9558691453171572,small,COMPLETE
31,936.8033204493423,small,0.7434902505092247,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,6.0,0.022727080122813118,11,26,0.011741159031866222,874,150,none,7.234581541518826e-05,0.010121730817517174,none,distance_energy,0.9307207848223863,small,COMPLETE
32,923.7243060452932,small,0.7659631131127038,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,6.0,0.030633970286570302,10,9,0.010056228933839048,823,143,none,0.0002768115326193929,0.012975517424063252,none,mean,0.9181167669432496,small,COMPLETE
33,1058.620682088844,small,0.6181243498058737,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,6.0,0.022789833778499358,12,17,0.10164787256950462,939,124,none,0.002253164126899856,0.0026687259711928174,none,distance_energy,0.9604513216164767,small,COMPLETE
34,1056.5112940621227,small,0.8843404521476035,True,False,True,True,False,True,False,False,False,True,True,False,False,False,False,False,True,12.0,0.016552055516980583,9,5,0.00014828848263248161,871,99,none,4.86323422225289e-06,0.0002049653062800006,none,energy,0.8048272679214248,small,COMPLETE
35,1041.5762773739223,medium,0.764469599104859,False,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False,6.0,0.02559575745668962,13,32,0.06135577628106817,693,128,none,0.00011041096844584142,0.000983797301732148,none,distance_energy,0.8705319489706589,small,COMPLETE
36,1011.1180245778341,small,0.6977776918017525,True,False,False,False,True,True,True,False,True,False,False,False,False,True,True,False,False,6.0,0.10846693467477721,7,57,0.031113707285311827,957,88,small,0.07324677528960727,0.02045856004776872,short,idw,0.9292283729052208,small,COMPLETE
37,1390.5099475208888,medium,0.8635871472305771,True,True,True,True,False,True,False,True,True,True,True,True,False,False,True,True,True,12.0,0.012349311247526003,5,42,0.0896960113404274,906,138,none,7.281679580337049e-07,4.544049914100046e-05,none,None,0.8259756458052123,none,COMPLETE
38,1056.286746986775,none,0.9626203477761646,False,False,False,False,True,False,True,False,False,True,False,False,True,True,False,False,False,,0.036298348947666835,12,11,0.13143636363309463,795,45,medium,1.9966708147515092e-05,0.004994155003607925,long,energy,0.9810382897886832,medium,COMPLETE
39,940.8542869325947,small,0.5286811189402709,True,False,True,True,True,True,False,False,True,True,True,True,False,False,True,False,True,1.0,0.01922567070948945,11,25,0.03038128256831448,615,140,small,0.00117268114880883,0.08751600271871868,short,max,0.7880805505440529,small,COMPLETE
40,1503.8350434305382,medium,0.6736340413347595,True,True,False,False,False,True,True,True,False,False,False,False,True,False,True,True,False,6.0,0.05538848355358559,10,36,0.23793544934572242,514,76,none,0.004623873096682828,0.8290823204360821,none,distance_population,0.7095603925575883,small,COMPLETE
41,929.5952508134839,small,0.6347694469082181,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,6.0,0.02238108864745652,9,22,0.02294335428161773,1000,122,none,8.134587668381635e-06,0.02630849575543473,none,distance_energy,0.8947721158554092,small,COMPLETE
42,1012.3002481880543,small,0.5866820148471033,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,6.0,0.020895310912867456,8,18,0.05816281655431449,988,128,none,4.623765223965831e-05,0.005512605739531792,none,distance_energy,0.903299254221417,small,COMPLETE
43,927.8539280714973,small,0.6364284870897599,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,6.0,0.013668916505662375,9,9,0.02149455239420139,956,112,none,0.0005567340937680703,0.06819849545624208,none,distance_energy,0.9666614504691016,small,COMPLETE
44,1009.9103033167694,small,0.7172771802289393,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,6.0,0.011546159533550902,6,17,0.001055182997207746,890,145,none,2.4151984146110904e-06,0.30775296144692443,none,population,0.9350826898110987,small,COMPLETE
45,891.2276938142718,small,0.530993730766263,True,False,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,6.0,0.04337394029632871,10,21,0.06292940421082022,970,149,small,2.39527872169399e-07,0.0015012020556520005,none,distance_energy,0.5880224598930788,medium,COMPLETE
46,991.4361353694518,none,0.5255511072833912,False,False,True,True,True,True,False,False,True,True,False,False,False,True,False,False,True,6.0,0.04471843031662863,10,30,0.06378815310553464,848,150,small,2.611264891616612e-07,0.00037472235737820236,none,distance_energy,0.5817312643357234,medium,COMPLETE
47,994.625635340104,small,0.5407451844186829,True,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,6.0,0.07041625811225773,11,38,0.05867751497976803,930,143,small,4.449196215551826e-08,0.001958177254162464,short,mean,0.5179283835912527,medium,COMPLETE
48,979.3247610649208,small,0.5762647008839993,True,False,False,False,False,True,True,False,False,False,True,True,False,True,True,True,False,1.0,0.16594933141092513,13,68,0.1039318146541538,802,131,small,4.775882991119188e-07,0.001237861988256179,none,distance_energy,0.66834160470914,medium,COMPLETE
49,981.9246082127274,medium,0.6015030782925727,True,False,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,,0.039006331670793884,3,9,0.30695230974014603,967,136,small,2.675774482413932e-08,7.49108294689341e-05,none,distance_energy,0.5892525856253303,medium,COMPLETE
50,1338.329051746828,small,0.7866140816277578,True,False,False,True,True,True,False,False,True,True,False,False,False,True,True,False,True,12.0,0.028066867582923562,15,22,0.1337046268922005,939,25,small,1.3073517854903112e-06,0.004175520604262203,long,population,0.6239490791606643,medium,COMPLETE
51,911.3049121472403,small,0.6073259075283141,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,6.0,0.017610858871708157,9,14,0.020747086245196184,974,126,none,8.002834543805063e-06,0.008708433312373325,none,distance_energy,0.5517674987919556,small,COMPLETE
52,1037.3876903678772,small,0.6474285401871819,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,6.0,0.032629876131717916,10,22,0.0395164746647719,905,118,none,1.9697942093173597e-07,0.024662674642296305,none,distance_energy,0.9122391530121492,none,COMPLETE
53,1030.037559264669,small,0.5026568420221884,True,False,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,6.0,0.015241539046837754,7,18,0.07319873873414028,975,145,none,3.8162106381723515e-06,0.050143743245990656,none,distance_energy,0.939824809367094,small,COMPLETE
54,1022.1648619113345,small,0.6820872922123379,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,6.0,0.024335560605052733,8,33,0.0017047360896856683,940,101,medium,1.790924440378427e-05,0.00026441818102453297,none,max,0.9777750107588143,small,COMPLETE
55,1026.1532823840018,small,0.7209526943068252,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,6.0,0.02002710168779582,8,5,0.04376556251271731,860,132,none,8.61819565982467e-07,0.01727019674461006,none,None,0.978141343548133,medium,COMPLETE
56,948.5918011462558,small,0.6625946880945561,False,True,True,False,True,False,False,True,True,True,False,False,False,False,False,False,False,6.0,0.09293464230601228,9,12,0.02476946424780354,914,150,small,4.6580961776521264e-07,1.8515948646599047e-06,none,distance_energy,0.8393199352473074,small,COMPLETE
57,1178.6373841113762,small,0.5772756908988522,True,False,False,False,True,True,True,False,True,True,False,False,False,True,True,True,False,6.0,0.05246027735204276,11,28,0.170510058621516,357,112,none,6.689714322798312e-08,0.0011024389840004869,none,distance_population,0.8718972588722762,small,COMPLETE
58,1116.8078253615593,none,0.6214207480741547,True,False,False,False,True,True,False,False,True,True,False,False,True,False,True,False,False,6.0,0.014546276399109506,7,47,0.0919895906946095,889,137,none,4.261229218747557e-05,0.17575066514530094,none,idw,0.8866452701462291,none,COMPLETE
59,1009.4833480852427,small,0.5631025982341695,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,1.0,0.02922511666037778,10,20,0.046601704189307105,971,120,none,0.0001278724994275164,0.0034282034698217586,short,distance_energy,0.6584515096128731,small,COMPLETE
60,1175.3029344251079,small,0.8347760476628819,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,6.0,0.01738973525301841,8,15,0.07339225074112594,945,141,medium,1.160168771105036e-05,0.007210541999866853,none,energy,0.7779998797797701,medium,COMPLETE
61,910.5413585672255,small,0.6079908259390163,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,6.0,0.017385015890669438,9,15,0.0238282411410826,972,125,none,8.624008634948422e-06,0.01027031631825027,none,distance_energy,0.5600102571772927,small,COMPLETE
62,914.8846174591657,small,0.6107121044455543,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,6.0,0.010045059795394483,9,8,0.013947058884691471,998,129,none,4.914432938351414e-06,0.0444652311059139,none,distance_energy,0.5444716035068548,small,COMPLETE
63,1054.6037607642247,small,0.6507904293394837,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,6.0,0.0209366320613239,8,89,0.049865244591323424,979,108,none,3.301158622039937e-05,0.015327044596964882,none,distance_energy,0.5012445333967899,small,COMPLETE
64,935.4034637263453,small,0.6898395383879456,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,6.0,0.016076199209898962,6,25,0.0034865713984861277,928,134,none,2.3667909561067115e-06,6.14529891482434e-08,none,distance_energy,0.543481189297191,small,COMPLETE
65,916.0811923158371,small,0.6332285520364564,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,6.0,0.013894325497955197,12,12,0.029728767186154328,955,114,none,1.3765683207573933e-06,0.0013529230179597828,none,distance_energy,0.9947778758695127,small,COMPLETE
66,917.0192636075132,small,0.5901308549361732,True,True,False,False,True,True,False,True,True,True,False,False,False,False,True,False,False,6.0,0.024155427042707473,10,15,0.01767401067511487,821,92,none,6.718880909784386e-06,0.0007320983353360407,long,distance_energy,0.7289002182318398,small,COMPLETE
67,1078.8027093547425,small,0.5440224198605159,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,,0.011652771886272048,9,20,0.03606478728464635,884,146,none,6.277437855425811e-05,0.0025932841449080616,none,distance_energy,0.5942007921431683,small,COMPLETE
68,1124.8494132467151,medium,0.7098770743878833,True,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,12.0,0.017722188090458748,7,7,0.071093972507049,533,125,small,1.0832788540397588e-07,0.19561736444358124,none,mean,0.9473532971103893,small,COMPLETE
69,1254.9494389386673,small,0.7556602729493658,True,False,True,True,True,True,False,False,True,True,False,False,True,True,True,True,True,6.0,0.040665115851799286,11,10,0.35027328827950643,916,117,none,1.2891786232501599e-05,0.009218660875902356,none,distance_energy,0.6039379986195401,small,COMPLETE
