number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_vapor_pressure,state
15,1849.487959685861,0.6041799702644142,True,False,False,False,False,False,False,True,True,False,large,1.0,0.08055442088134485,12,42,0.09945498037796485,844,112,small,0.017801749546420467,0.03948331888785525,None,0.9876448934136528,2,True,COMPLETE
16,3025.482862061206,0.629527952827498,True,False,False,False,False,False,False,True,True,False,large,1.0,0.06065043311014746,12,39,0.10696156446614488,830,105,small,0.016567107883758248,0.0010053049171669934,capacity,0.9810012664591269,2,True,COMPLETE
17,3269.030946661882,0.8411219605736399,True,False,False,False,False,False,False,True,True,False,large,12.0,0.08018839935316456,11,41,0.18431808076462208,853,66,small,0.0011149954452076372,0.04727059380755878,max,0.9863685545237552,2,True,COMPLETE
18,3627.613411026876,0.6730056961053611,False,False,False,False,False,False,False,True,True,True,large,6.0,0.05757762713618915,12,67,0.07417436388058782,747,149,small,0.037185318622500976,3.2232346916574323e-06,distance_n_turbines,0.9520451500144392,2,False,COMPLETE
19,3181.157353722067,0.5769874532203898,True,False,False,False,False,False,False,True,True,False,none,1.0,0.02611896397024233,13,24,0.2001598084693353,894,106,small,0.002803285967033965,0.05285264126407577,distance_capacity,0.7912199660751299,2,True,COMPLETE
20,1919.45211510985,0.5654000133618238,True,False,False,False,False,False,False,True,True,False,large,1.0,0.07714664057922258,8,45,0.06087032400725534,734,66,small,0.0004997731789150907,0.0006391894452464543,None,0.9459566087276527,2,True,COMPLETE
21,1828.9853077850846,0.5835902321078075,True,False,False,False,False,False,False,True,True,False,large,1.0,0.13836379416651304,14,67,0.05876411955605315,910,133,small,0.12657506329630433,0.1393663296715556,None,0.8421535245357054,0,True,COMPLETE
22,2014.1158966760395,0.6693690666234478,True,False,False,False,False,False,False,True,True,False,large,1.0,0.11164689083672469,14,66,0.08688348213238932,916,137,small,0.061763651539799284,0.009050631573596517,None,0.8218082714756543,0,True,COMPLETE
23,1866.0447217360918,0.5918174852200174,True,False,False,False,False,False,False,True,True,False,large,1.0,0.15614998353737083,12,68,0.1662887840422126,808,115,small,0.00888357977804729,0.10470406398605026,None,0.9280434145022773,6,True,COMPLETE
24,2007.3221280820499,0.7306526447012947,True,False,False,False,False,False,False,True,True,False,large,1.0,0.04424708672569325,16,35,0.06104657050767635,694,103,small,5.659374088944921e-06,0.008885010962303081,None,0.9984256704482495,0,True,COMPLETE
25,1834.8534151482393,0.6111581975085697,True,False,False,False,False,False,False,True,True,False,large,1.0,0.13937205484831372,14,48,0.04273078387382753,903,118,small,0.19800770533449008,0.15595785817069993,None,0.8543745278109751,2,True,COMPLETE
26,2460.7371983877397,0.5571928347273805,False,True,False,False,False,True,True,True,True,True,large,6.0,0.15450356771140938,14,50,0.04733926078199423,913,140,small,0.186747524491199,0.15574097618014693,None,0.8381095528259026,0,False,COMPLETE
27,2894.216032740171,0.6668904438910334,True,False,False,False,False,False,False,True,True,False,none,,0.13192911120129303,15,100,0.042162971992509485,924,123,small,0.14684825118421557,0.20604654209033454,distance_n_turbines,0.7590660692352278,0,True,COMPLETE
28,3460.1609097810083,0.5455511734759424,True,False,False,False,False,False,False,True,True,False,small,12.0,0.09243949213676637,13,62,0.13980821777756253,790,99,small,0.0026394492022277284,0.012255347142908988,idw,0.7735997369822705,6,True,COMPLETE
29,5222.899245963162,0.6999199006598182,False,False,True,False,False,False,False,False,True,False,large,6.0,0.0626946626875,9,75,0.22952553900867112,874,142,large,0.005916264271786932,0.0026671965431258266,capacity,0.8555982098196745,2,False,COMPLETE
30,3520.4752255595613,0.6118071129906791,True,False,False,False,False,False,False,True,True,False,none,1.0,0.17984525165410647,11,5,0.15727917778133457,680,71,small,0.04014637376831195,8.388853414052832e-06,distance_capacity,0.9185070600095968,0,True,COMPLETE
31,1919.0307853966926,0.5979296780602392,True,False,False,False,False,False,False,True,True,False,large,1.0,0.06922984979464332,11,49,0.1070899376790247,945,115,small,0.01934549728963151,0.02474496835283172,None,0.9484487088410573,2,True,COMPLETE
32,2826.5946571458776,0.6513877466451501,True,False,False,False,False,False,False,True,True,False,large,1.0,0.10130698601571196,13,40,0.09394441620634875,881,118,small,0.20679487733126445,0.25983812510476323,idw,0.7345607419629924,2,True,COMPLETE
33,1929.3662983067225,0.5451097233660132,True,False,False,False,False,False,False,True,True,False,large,1.0,0.12913386659085913,14,27,0.0281090846165195,841,133,small,0.012053565249761608,0.08114486790744047,None,0.8038022456362613,2,True,COMPLETE
34,2042.5587818420638,0.7143177204460183,True,True,True,False,True,False,True,True,False,False,large,1.0,0.04970063257451364,12,45,0.12651851820119583,790,97,large,0.07562961744353842,0.0024115952368494705,None,0.8973352152040552,2,False,COMPLETE
35,1808.9757660641508,0.6043404634123205,True,False,False,False,True,False,False,True,True,False,large,,0.03276150619326248,15,35,0.08005517128687023,564,109,small,0.0003386343041979645,0.023180845320291917,None,0.9671677680366663,6,True,COMPLETE
36,2673.6365374530637,0.8826733752435375,True,True,False,False,True,True,False,True,True,False,large,,0.03444061530871647,16,34,0.047637148764104936,546,92,none,0.000582988372396035,0.3277696562192083,max,0.8544456302198402,6,True,COMPLETE
37,2659.687878050567,0.7637004924562432,False,False,True,True,True,False,False,False,False,True,small,,0.016882248140409728,15,22,0.4924442797384594,566,144,small,9.109851653149633e-06,0.020082368312729474,mean,0.9618423270025425,6,True,COMPLETE
38,2870.642376657217,0.6414155725166477,True,False,False,False,True,True,True,True,True,False,none,,0.033452842655765216,15,76,0.39619792524662745,426,122,large,0.000139086966275872,0.0003631101780970178,idw,0.7057171593140995,6,True,COMPLETE
39,1922.6938686844715,0.5343876971934653,True,True,True,True,True,False,False,True,False,False,large,,0.016950707427373004,14,52,0.20217568308645223,304,78,none,4.657944182689658e-05,0.0035126692048702227,None,0.9238297110622082,6,False,COMPLETE
40,3872.8770079150745,0.5848887872249152,True,False,False,False,True,False,False,False,True,True,small,12.0,0.1265504502029728,16,31,0.1248867164277242,511,108,small,0.3226827014519019,0.12764258507932646,capacity,0.6707225719227826,6,True,COMPLETE
41,1919.4654708977484,0.6140284444622723,True,False,False,False,True,False,False,True,True,False,large,1.0,0.07403189377676732,13,38,0.07965508425188111,956,112,small,0.0051499368627943055,0.031567124204580195,None,0.9708418680650301,2,True,COMPLETE
42,1800.1112370779176,0.6017157440842739,True,False,False,False,False,False,False,True,True,False,large,,0.052045601726727155,14,47,0.027018975579234904,484,132,small,0.031105248665669293,0.3061306446246951,None,0.9381518960988366,0,True,COMPLETE
43,1764.1626726913548,0.6533156303334836,True,False,False,False,True,False,False,True,True,False,large,,0.03413578528877659,15,62,0.042222877403206224,471,133,small,2.18798779152667e-06,0.40885088674327147,None,0.9309914131690941,0,True,COMPLETE
44,1784.6804414620808,0.9843975457500282,True,False,False,True,True,False,False,True,True,False,large,,0.02492307525899892,15,83,0.03326044596755314,476,129,small,8.230306347735023e-07,0.44601269732220694,None,0.9354785640516794,0,True,COMPLETE
45,2500.3297768392745,0.9760566111448435,True,False,False,True,True,True,True,True,True,False,large,,0.02631439041129709,15,87,0.024095220898112325,471,127,none,1.5219452438695391e-06,0.4178710693887777,mean,0.9373513012504034,0,True,COMPLETE
46,1966.721908366314,0.8018045159215721,False,False,False,True,True,False,False,False,False,False,large,,0.021326682017564765,16,85,0.01761993116024437,391,146,small,9.826658068675086e-08,0.5500769785737972,None,0.90515161861858,0,True,COMPLETE
47,2722.413621546846,0.8946781804941447,True,True,False,True,True,False,False,True,True,False,large,,0.03381852249423617,6,18,0.08126262092829183,506,129,large,2.1744991983150424e-06,0.4384020212611355,distance_n_turbines,0.9645152725993543,0,True,COMPLETE
48,1805.2910889884945,0.9415355956784661,True,False,True,True,True,False,False,True,True,True,large,,0.010854142093309736,15,97,0.032731154552121874,470,135,small,2.9752702986514984e-08,0.9983867578427058,None,0.9992218742972498,0,True,COMPLETE
49,2460.56073081184,0.9886873310333271,True,False,True,True,True,True,True,True,True,True,small,,0.012888646542531964,15,100,0.028672412384206536,463,137,small,1.494080770828141e-08,0.9127640895245333,max,0.897589521498374,0,True,COMPLETE
50,2908.67036689604,0.9483371773577257,True,False,True,True,True,False,False,True,False,True,large,,0.020734418150378617,16,81,0.004908488771609036,541,150,small,2.0449914886319274e-07,7.558397097344745e-05,distance_capacity,0.616910115313314,0,False,COMPLETE
51,1796.0580760435307,0.9242819966533514,True,False,True,True,True,False,False,True,True,True,large,,0.049177328761935556,15,94,0.07124232582486018,602,123,small,5.544959106056192e-08,0.32715083854313065,None,0.9771195492329845,0,True,COMPLETE
52,1808.371746010794,0.9271358121187021,True,False,True,True,True,False,False,True,True,True,large,,0.04715589174598737,15,87,0.11227582778468712,593,124,small,5.77326035395767e-08,0.3119736868253973,None,0.9926700751372028,0,True,COMPLETE
53,1789.715557095759,0.9681248220473535,True,False,True,True,True,False,False,True,True,True,large,,0.04858057370330824,15,94,0.11127102866608002,641,136,small,5.894112292291495e-08,0.31667732358970546,None,0.9981275355306481,0,True,COMPLETE
54,1817.8608905290619,0.9671331937546026,True,False,True,True,True,False,False,True,True,True,large,,0.01132093166583949,16,95,0.03255418933134874,646,135,small,4.4978723444443446e-07,0.9356763125528414,None,0.9384415199858988,0,True,COMPLETE
55,1803.6990247711549,0.9988218065174559,True,False,True,True,True,False,False,True,True,True,large,,0.0521800716128948,14,94,0.05862952516592621,385,140,small,1.0228224344863359e-08,5.360538855204715e-07,None,0.8839744079346445,0,True,COMPLETE
56,1796.6748096488575,0.9999474024632061,True,False,True,True,True,False,False,True,True,True,none,,0.039655138478195906,14,91,0.061701284882773794,336,43,none,1.113140022340157e-08,9.096874197046408e-08,None,0.8853185432061872,0,True,COMPLETE
57,2017.9361728602216,0.9690546007365685,False,False,True,True,True,False,False,False,True,True,none,,0.039707388172741304,3,90,0.27305460479159027,324,35,none,1.587769822519652e-07,1.4396435416922392e-08,None,0.9125348614855368,0,True,COMPLETE
58,2590.1348736376517,0.9112106497407588,True,False,True,True,True,False,False,True,True,True,none,,0.038756472292832474,13,90,0.4523461663422327,615,10,none,9.303914613406428e-07,3.906028936534995e-07,mean,0.9522910466609807,0,True,COMPLETE
59,1788.2142496136287,0.962370168566813,True,False,True,True,True,False,False,True,True,True,none,,0.029784715007439726,14,78,0.1386558692576647,429,52,none,4.747073944011023e-08,8.61235702786477e-06,None,0.8708224547565063,0,True,COMPLETE
60,3032.643412264486,0.8614813233419426,True,True,True,True,True,False,False,True,True,True,none,,0.029594601089447264,16,74,0.14598790178080004,368,52,none,3.3415206806891213e-08,6.33861519806866e-08,capacity,0.8744127894895637,0,True,COMPLETE
61,1834.374183893454,0.9316851911931407,True,False,True,True,True,False,False,True,True,True,none,,0.03862480033597949,14,83,0.07118138456139518,429,43,none,8.390322370035058e-08,3.896346581378227e-05,None,0.9283326049122613,0,True,COMPLETE
62,1802.0442779821121,0.9635262738109681,True,False,True,True,True,False,False,True,True,True,none,,0.023759145889776827,14,90,0.09740540760832975,494,36,none,3.395403013762689e-07,8.225006409266215e-06,None,0.980495188067029,0,True,COMPLETE
63,1782.6734789691466,0.9943306815843522,True,False,True,True,True,False,False,True,True,True,none,,0.0538920303341564,15,80,0.11679609551225817,344,53,none,2.2781546859898464e-08,0.00015534453040297208,None,0.8916928837852175,0,True,COMPLETE
64,1802.6294038583655,0.985500461464868,True,False,True,True,True,False,False,True,True,True,none,,0.04333487509662087,15,71,0.13421084507468237,403,57,none,2.8837430146333415e-08,1.317588027360992e-07,None,0.8876886538422951,0,True,COMPLETE
65,2458.8536343490005,0.9999827051250597,True,False,True,True,True,False,False,True,True,True,none,6.0,0.029971709941502733,15,78,0.16311388267223864,349,53,none,1.6854815945099082e-08,0.00016704423766128386,None,0.8665352160410963,0,True,COMPLETE
66,1822.0117963278128,0.9556592939064115,True,False,True,True,True,False,False,True,True,True,none,,0.01746056519035349,16,80,0.18059084275544546,337,44,none,6.076899352500614e-08,1.3890871405023446e-05,None,0.8341428522780331,0,True,COMPLETE
67,3394.7891670078047,0.9206177119016448,True,False,True,True,True,False,False,True,True,True,none,12.0,0.06299254613176385,13,84,0.11284157210386134,439,23,none,1.5663596074989586e-07,5.692792146681373e-07,distance_n_turbines,0.9130496211881317,0,True,COMPLETE
68,3163.1878753182523,0.9814977405062986,True,False,True,True,True,True,True,True,True,True,none,,0.046349070866300954,15,61,0.3348232393095039,368,31,none,8.010510998284477e-07,2.787340952151521e-06,distance_capacity,0.9589745482580144,0,False,COMPLETE
69,2532.7931044309876,0.902271772782767,False,False,True,True,True,False,False,True,True,True,none,,0.024124294766600676,14,93,0.062348764263696316,693,61,none,4.665647895365373e-08,1.5807658580708911e-06,max,0.8888654405232809,0,True,COMPLETE
