number,value,params_alpha,params_cloud_lags_option,params_compute_air_density,params_compute_air_density_moist,params_compute_clear_sky_fraction,params_compute_cloud_cover_fraction,params_compute_diffuse_ratio,params_compute_direct_ratio,params_compute_dni_ratio,params_compute_global_tilted_ratio,params_dew_point_temperature,params_drop_raw_features,params_drop_raw_solar_features,params_l1_ratio,params_lags_target,params_precip_lags_option,params_shortwave_lags_option,params_spatial_agg_method,params_use_solar_geometry,params_vapor_pressure,state
12,586.7104301257673,0.38190447461834515,large,True,False,True,False,False,True,True,True,False,False,True,0.05091716599687425,,large,large,None,True,True,COMPLETE
13,586.7104301257673,0.305540508052503,large,True,False,True,False,False,True,True,True,False,False,True,0.22096907087486928,,large,large,None,True,True,COMPLETE
14,619.7506176446574,0.5513104164460364,large,True,False,True,False,False,True,True,True,False,False,True,0.16829881313828704,,large,large,idw,True,True,COMPLETE
15,590.9334154808897,0.22818195948069608,large,True,False,True,False,False,True,True,True,False,False,True,0.48413301052617636,,large,small,None,True,True,COMPLETE
16,586.7104301257673,0.46492861279717684,large,True,False,True,False,False,True,True,True,False,False,True,0.4130614415532191,,large,large,None,True,True,COMPLETE
17,639.3761249564583,0.6351790777499327,medium,True,False,True,False,False,True,True,True,False,False,True,0.15002535906622327,,large,large,distance_n_panels,True,True,COMPLETE
18,796.6616829934841,0.20575594232023192,large,False,False,False,True,False,False,True,False,False,False,True,0.020393614781948732,6.0,large,large,distance_capacity,True,True,COMPLETE
19,621.9928787903215,0.46568519158319316,large,True,False,True,False,False,True,True,True,False,False,True,0.2644968028803662,,large,small,idw,True,True,COMPLETE
20,684.4037797474057,0.7000625889183716,large,True,False,True,False,False,True,True,True,False,False,True,0.5734515023202031,,none,large,max,True,True,COMPLETE
21,586.7104301257673,0.3671290841313112,large,True,False,True,False,False,True,True,True,False,False,True,0.03190420752763651,,large,large,None,True,True,COMPLETE
22,586.7104301257673,0.35552161773643565,large,True,False,True,False,False,True,True,True,False,False,True,0.1254256879583402,,large,large,None,True,True,COMPLETE
23,586.7104301257673,0.2733955496520498,large,True,False,True,False,False,True,True,True,False,False,True,0.11374447525376319,,large,large,None,True,True,COMPLETE
24,592.6119058945252,0.4828732714078157,medium,True,False,True,False,False,True,True,True,False,False,True,0.21487655361866478,,large,large,None,True,True,COMPLETE
25,586.7104301257673,0.1277922171345308,large,True,False,True,False,False,True,True,True,False,False,True,0.02987897039353829,,large,large,None,True,True,COMPLETE
26,177906.17764631912,0.3999513086413401,large,False,False,False,True,True,False,False,False,False,False,False,0.3696523154219098,1.0,large,large,None,False,True,COMPLETE
27,891.0206971871194,0.29089505250562253,large,True,False,True,False,False,True,True,True,False,False,True,0.08288156282498449,6.0,large,small,None,True,True,COMPLETE
28,914.404309561132,0.425417388044291,large,True,False,True,False,False,True,True,True,False,False,True,0.21732110308106134,12.0,none,medium,distance_n_panels,True,True,COMPLETE
29,592.6119058945252,0.5718239866814135,medium,True,False,True,False,False,True,True,True,False,False,True,0.3041368209683109,,large,large,None,True,True,COMPLETE
30,637.8032896629447,0.12631686323875305,large,True,False,True,False,False,True,True,True,False,False,True,0.09838324990568362,,large,large,distance_capacity,True,True,COMPLETE
31,586.7104301257673,0.30306560324459714,large,True,False,True,False,False,True,True,True,False,False,True,0.19977103998323822,,large,large,None,True,True,COMPLETE
32,586.7104301257673,0.3214325648910313,large,True,False,True,False,False,True,True,True,False,False,True,0.07021686076256647,,large,large,None,True,True,COMPLETE
33,639.2171612649489,0.15648679370235025,large,True,False,True,False,False,True,True,True,False,False,True,0.24622402203399285,,large,large,n_panels,True,True,COMPLETE
34,1310.1963256979104,0.2518650094848707,small,True,False,True,False,False,True,False,True,False,False,True,0.16543244149490854,1.0,small,none,None,True,False,COMPLETE
35,98920.80044753438,0.42332437681648843,large,True,True,True,False,False,True,False,True,False,False,False,0.017940344357892768,,large,large,mean,False,True,COMPLETE
36,937.5372352768514,0.5310898388657943,none,True,False,False,False,False,True,True,True,True,False,True,0.46665440782677553,6.0,small,large,max,True,False,COMPLETE
37,40514.66851780011,0.33445488658509215,small,False,True,True,False,True,False,True,False,False,True,False,0.07286175681698387,1.0,large,medium,idw,False,True,COMPLETE
38,695.1824272659727,0.17259246336256112,large,True,False,False,True,False,True,False,True,True,True,True,0.3241846096583192,,large,none,capacity,True,True,COMPLETE
39,936.9288084544283,0.10575104803800073,none,True,True,True,False,False,True,True,True,False,False,True,0.6133822059888778,12.0,small,small,n_panels,False,False,COMPLETE
40,56887.480077512235,0.4229189998037944,large,False,False,True,False,True,False,True,False,True,True,False,0.40282483625705423,,none,large,None,True,True,COMPLETE
41,586.7104301257673,0.48517620290831986,large,True,False,True,False,False,True,True,True,False,False,True,0.4471208509730833,,large,large,None,True,True,COMPLETE
42,586.7104301257673,0.464690233665764,large,True,False,True,False,False,True,True,True,False,False,True,0.17441336357047843,,large,large,None,True,True,COMPLETE
43,586.7104301257673,0.25125433464158153,large,True,False,True,False,False,True,True,True,False,False,True,0.4100572000365491,,large,large,None,True,True,COMPLETE
44,617.1392276632943,0.64904034946809,small,True,False,True,False,False,True,True,True,False,False,True,0.5442765700689429,,large,none,mean,True,True,COMPLETE
45,872.4852306294933,0.36596513563197525,medium,True,True,True,True,False,True,True,True,False,False,True,0.7048424970428375,6.0,large,large,capacity,True,False,COMPLETE
46,2358081.871500076,0.5121759097470531,large,True,False,False,False,True,True,False,True,False,False,True,0.1289590465154727,,large,medium,distance_capacity,True,True,COMPLETE
47,870.2271482290598,0.8389547053393236,none,False,False,True,False,False,False,True,False,True,True,True,0.27154046524956604,12.0,none,large,distance_n_panels,False,True,COMPLETE
48,48013269.618136324,0.22738701972292408,large,True,False,True,True,False,True,True,True,False,False,True,0.24038876560297118,1.0,small,large,None,True,True,COMPLETE
49,2799.975440844606,0.3929145236722888,large,True,True,True,False,False,True,True,True,False,False,False,0.6590374919268278,,large,small,max,True,False,COMPLETE
50,586.6125946396343,0.6074143204377356,large,True,False,False,False,False,True,True,True,False,False,True,0.7992772111717883,,large,large,None,True,True,COMPLETE
51,586.6125946396343,0.6040486821190326,large,True,False,False,False,False,True,True,True,False,False,True,0.8777724876012406,,large,large,None,True,True,COMPLETE
52,586.6125946396343,0.6142194802301749,large,True,False,False,False,False,True,True,True,False,False,True,0.9584309493638901,,large,large,None,True,True,COMPLETE
53,586.6125946396343,0.7086608120668473,large,True,False,False,False,False,True,True,True,False,False,True,0.9817819671038791,,large,large,None,True,True,COMPLETE
54,586.6125946396343,0.7345088421639089,large,True,False,False,False,False,True,True,True,False,False,True,0.9980494797829628,,large,large,None,True,True,COMPLETE
55,586.6125946396343,0.754870529877529,large,True,False,False,False,False,True,True,True,False,False,True,0.9925874531654578,,large,large,None,True,True,COMPLETE
56,20053151.975076728,0.7591996810517796,large,True,False,False,False,True,True,True,True,False,False,True,0.9872313803339462,,large,large,None,True,True,COMPLETE
57,633.8335961564703,0.7540545455192335,large,True,False,False,False,False,True,True,True,False,True,True,0.8322941460063393,,large,large,idw,True,True,COMPLETE
58,611.5471017948095,0.6214299399666006,small,True,False,False,False,False,True,True,True,True,False,True,0.99697768667032,,large,none,None,True,True,COMPLETE
59,745.2239048490173,0.6884936139136149,medium,False,False,False,False,False,False,True,False,False,False,True,0.9154331653145498,,none,medium,n_panels,True,True,COMPLETE
60,793.9413376805975,0.884432020086466,large,True,False,False,True,False,True,False,True,False,False,True,0.8537018784574809,12.0,large,large,None,False,True,COMPLETE
61,586.6125946396343,0.7453187892556536,large,True,False,False,False,False,True,True,True,False,False,True,0.9590708834284271,,large,large,None,True,True,COMPLETE
62,586.6125946396343,0.7869496716469383,large,True,False,False,False,False,True,True,True,False,False,True,0.9555086551942283,,large,large,None,True,True,COMPLETE
63,586.6125946396343,0.667455148963323,large,True,False,False,False,False,True,True,True,False,False,True,0.8833085988586333,,large,large,None,True,True,COMPLETE
64,586.6125946396343,0.7199537653938742,large,True,False,False,False,False,True,True,True,False,False,True,0.7790198730090823,,large,large,None,True,True,COMPLETE
65,586.6125946396343,0.815958507090992,large,True,False,False,False,False,True,True,True,False,False,True,0.9490235596139369,,large,large,None,True,True,COMPLETE
66,824.4414797298696,0.5841940470295184,large,True,False,False,False,False,True,True,True,False,False,True,0.8029163911725361,6.0,large,large,mean,True,True,COMPLETE
67,643.4099205121438,0.6159347823651169,none,True,False,False,False,False,True,True,True,False,False,True,0.8869441137877443,,large,large,distance_n_panels,True,True,COMPLETE
68,49501.545473784645,0.7275209077521689,large,True,False,False,False,False,True,True,True,False,False,False,0.9635325529575768,,large,large,None,True,True,COMPLETE
69,15409345.472650876,0.6735894873783349,large,True,False,False,False,True,True,True,True,False,False,True,0.9006694670206635,,small,small,capacity,True,True,COMPLETE
