number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_use_base_models_pred_intervals,params_vapor_pressure,state
20,1221.0603130825884,0.585390074259896,True,False,False,False,False,True,True,True,True,False,none,0.0404527349984055,11,68,0.49864943909250786,605,26,small,0.0025498237512013074,0.006074127525874032,max,0.8173436075281234,0,False,False,COMPLETE
21,1218.5968738428749,0.820042940500787,True,False,True,False,False,True,True,True,True,False,none,0.08393182785689164,8,64,0.15574915411315576,735,28,small,0.047491647659275535,0.0003197564938847465,distance_capacity,0.545272943443754,6,False,False,COMPLETE
22,1217.650066643515,0.808221161208596,True,False,True,False,False,True,True,True,True,False,none,0.08660228729382989,10,49,0.14065458570799547,708,49,small,0.09950263264866926,5.0460701466724e-07,distance_capacity,0.6756266690515975,6,False,False,COMPLETE
23,1200.9914736409125,0.8519766469463218,True,False,True,False,False,True,True,True,True,False,none,0.05066749008777754,14,74,0.06724391483483308,760,25,small,0.14661143005299304,5.3080506383577926e-05,distance_capacity,0.9231541723892576,6,False,False,COMPLETE
24,1222.8571472908118,0.846073100349126,True,False,True,False,False,True,True,True,True,False,none,0.051027673730774,14,22,0.06245885626767819,865,21,small,0.21772481613413955,4.1218439227588495e-05,idw,0.9298296625929492,6,False,False,COMPLETE
25,1265.5903748323433,0.7744641693073377,True,False,True,False,False,True,True,True,True,False,small,0.06567137848990501,12,76,0.0011477034365779404,798,87,small,0.011703594760123897,8.924372848277173e-06,distance_capacity,0.9270463948322542,6,False,False,COMPLETE
26,1232.3937579797146,0.7138306427885637,False,False,True,False,False,True,False,True,True,True,none,0.031823296546904696,14,8,0.11670606502546021,604,43,small,0.001971293530737317,0.0009481149296862418,distance_capacity,0.9044505878327305,6,False,True,COMPLETE
27,1221.3112828981687,0.8598133837317626,True,False,True,False,False,True,True,True,True,False,none,0.016086663435799446,12,46,0.05737553867555343,894,62,small,0.01942059535244832,0.00010241220713674455,idw,0.9980210485867488,6,False,False,COMPLETE
28,1211.334280574726,0.9774207418875444,False,False,False,False,False,True,False,True,True,False,none,0.0277281983334176,14,37,0.21662967655860252,954,19,large,0.00022838732729512344,0.016317869783328887,distance_capacity,0.8349392140377125,0,False,False,COMPLETE
29,1205.3259110197412,0.8662892070381716,True,False,True,False,False,True,False,True,True,False,none,0.10754933277270343,3,56,0.053883995554202646,431,36,none,2.4594545237993456e-06,4.9681162898889e-05,idw,0.7446372130923583,6,True,False,COMPLETE
30,1278.670477318966,0.943371040731477,True,False,True,False,False,True,True,True,True,False,small,0.04677260841969878,11,72,0.12357815537869005,776,86,small,0.1845209188845957,1.1549218063676188e-05,capacity,0.9133679795220204,2,False,False,COMPLETE
31,1198.0433587403413,0.8624614403719149,True,False,True,False,False,True,False,True,True,False,none,0.10929318077649124,3,58,0.05356381539707916,445,34,none,7.841085582483664e-07,6.596421191657517e-05,idw,0.7197277198622848,6,True,False,COMPLETE
32,1209.8398627467461,0.872076453717303,True,False,True,False,False,True,False,True,True,False,none,0.11101889448112587,4,59,0.037980953442523405,489,21,none,1.681910529406269e-06,9.234037266559664e-05,idw,0.731887077296962,6,True,False,COMPLETE
33,1266.2577844703035,0.7833820506917777,True,False,True,False,False,True,False,True,True,False,none,0.17120768427867988,5,33,0.0034013502086195635,360,51,none,1.2871078010206802e-07,0.8768200786432319,idw,0.6975889526410235,6,True,False,COMPLETE
34,1224.2512484005326,0.7231709756742206,True,False,True,False,False,True,False,True,True,True,none,0.06377031075405602,15,40,0.07535119113863611,361,20,none,1.9832483615140494e-05,0.0006370137065844632,mean,0.8022878123467634,6,True,False,COMPLETE
35,1231.7726271702352,0.7392411528086361,True,False,True,True,False,False,False,True,False,False,none,0.07116850891278671,11,50,0.02972642903156375,469,33,none,7.408388801136281e-05,1.954912611604971e-05,idw,0.660425976758989,2,True,False,COMPLETE
36,1246.1419389952596,0.8893307362542677,True,False,False,False,False,True,False,False,True,False,none,0.013720755619893757,13,82,0.17804374371481257,527,10,none,2.113831769120603e-08,3.551763165167754e-06,max,0.8610010753593098,6,True,True,COMPLETE
37,1278.9721340149933,0.6771496525385651,False,False,True,True,False,False,True,True,False,False,none,0.03605594615061729,8,61,0.09220504800138447,625,106,small,1.0073016138468662e-05,0.006638164387866855,None,0.8290873426213743,6,True,False,COMPLETE
38,1308.0953900867114,0.9449540228071084,True,False,False,True,True,True,False,False,True,True,small,0.10209657211331993,12,54,0.04104336982996981,395,44,large,0.24725466769147453,0.0001459119786181123,capacity,0.7199421446533665,2,True,False,COMPLETE
39,1253.5778608944788,0.7914099658831466,False,False,True,False,False,False,True,True,False,False,none,0.19580404993607314,14,90,0.12797088659057565,687,60,none,0.004871564317431201,0.0020177196362325747,distance_capacity,0.6184337321462208,0,False,False,COMPLETE
40,1284.8179819253712,0.8318384272679433,True,True,True,True,True,True,False,False,True,False,large,0.13833867540731348,6,74,0.018271276458785984,300,25,small,0.0001630656054837111,3.8021941352614674e-05,mean,0.970829201863482,6,False,True,COMPLETE
41,1170.602796062888,0.8762300578241632,True,False,True,False,False,True,False,True,True,False,none,0.09646599517296561,3,55,0.05442059052423108,420,35,none,3.332582344523728e-06,5.594212408203347e-05,idw,0.7552761056528927,6,True,False,COMPLETE
42,1215.7439214419571,0.8984028157022182,True,False,True,False,False,True,False,True,True,False,none,0.0785567361483021,4,48,0.08200713123405409,494,33,none,1.0546730480670864e-07,0.0002497489684893648,idw,0.7637288430022485,6,True,False,COMPLETE
43,1216.9405386369233,0.9361677217835828,True,False,True,False,False,True,False,True,True,False,none,0.056519838726255885,4,69,0.11472150180272642,399,17,none,5.975402292195153e-06,7.364991555149701e-06,idw,0.7070152086821018,6,True,False,COMPLETE
44,1209.9984235105626,0.8866629120778555,True,False,True,False,False,True,False,True,True,False,none,0.15591443052128676,3,39,0.34140015814149405,563,47,none,5.07119780764892e-07,3.224206665949415e-05,idw,0.7932019637703106,6,True,False,COMPLETE
45,1226.441933428818,0.850228315717294,False,True,False,False,False,False,False,True,True,False,none,0.09823410160415239,5,44,0.04641075645317187,670,70,none,1.9064286927161509e-06,0.0009833428352199242,distance_n_turbines,0.8571363390042683,6,True,False,COMPLETE
46,1286.192186899482,0.6332837999738767,True,False,True,False,True,True,True,False,False,True,large,0.26993060399232155,15,63,0.09765741904588673,836,56,none,1.1041176457585745e-07,9.041104037377107e-05,idw,0.8883516808272672,0,True,False,COMPLETE
47,1271.488704295077,0.746600902046594,False,False,False,False,False,True,False,True,True,False,small,0.0213208761506751,5,34,0.02029679351695015,400,15,small,0.5352169246969563,1.1113493169186748e-06,max,0.9504838105348246,6,False,False,COMPLETE
48,1247.1365901753888,0.9780023990053324,True,True,True,False,False,True,True,True,True,False,none,0.127504774648504,16,27,0.06438763962145755,505,37,small,5.52083045681848e-05,0.024803134217455895,distance_capacity,0.671435245858274,2,True,False,COMPLETE
49,1214.7156817370635,0.5108371516994283,True,False,True,True,False,True,False,True,True,False,none,0.23444062929266446,7,58,0.18347810325649178,560,26,large,0.027579351618389977,1.6164080825051143e-05,idw,0.7850524283115005,6,False,True,COMPLETE
50,1306.385313198566,0.9120474909220246,False,False,False,False,True,False,True,True,False,False,large,0.11978311184876209,15,80,0.15840015582829886,337,64,small,0.0013090534885310408,5.152099912977741e-06,None,0.7469843523689188,6,False,False,COMPLETE
51,1191.703260886011,0.8727775151522552,True,False,True,False,False,True,False,True,True,False,none,0.10922677258520307,3,100,0.053333959004057394,442,34,none,2.9143830058990963e-06,5.46877290697321e-05,idw,0.7387349521269712,6,True,False,COMPLETE
52,1196.3982625289598,0.8788972092252212,True,False,True,False,False,True,False,True,True,False,none,0.150180253706342,3,99,0.08106208691337623,462,31,none,4.448965139910298e-06,0.00022296722316872818,idw,0.769332147702147,6,True,False,COMPLETE
53,1205.9176230747298,0.8767198431440978,True,False,True,False,False,True,False,True,True,False,none,0.1505771517864635,3,100,0.10267716279289586,463,40,none,9.114232552276117e-07,0.00022718839074180195,idw,0.7718001103268669,6,True,False,COMPLETE
54,1204.8050750735604,0.8023645708834042,True,False,True,False,False,True,False,True,True,False,none,0.17748282633062168,4,89,0.13723715079140528,409,32,none,4.247996898398306e-06,0.00432175689179724,idw,0.7179913253149629,6,True,False,COMPLETE
55,1192.0948943706849,0.9295606287994902,True,False,True,False,False,True,False,True,True,False,none,0.10006828128937213,3,95,0.08051955758588426,440,45,none,2.520883157070716e-07,0.00044239602010767416,idw,0.7411223721098429,6,True,False,COMPLETE
56,1214.829323077215,0.9992176833612374,True,False,True,False,False,True,False,True,True,False,none,0.08797463420835683,4,96,0.08449060333801764,355,45,none,3.4669007393979035e-08,0.0005171919860547673,idw,0.8079206441765577,6,True,False,COMPLETE
57,1191.4619537185865,0.9237950821503605,True,True,False,False,False,True,False,False,True,True,none,0.09495562460017623,3,93,0.10779836349305058,525,54,none,2.59282079238095e-07,0.0014116403823364407,idw,0.7529344241823299,6,True,False,COMPLETE
58,1218.934329642994,0.9520980835630471,False,True,False,False,False,True,False,False,True,True,none,0.09456501047045436,5,92,0.10925746495822176,530,77,none,2.5081353772079907e-07,0.0029392828235290415,distance_n_turbines,0.691320109616388,0,True,False,COMPLETE
59,1243.3123216712754,0.9236225595824294,True,True,False,False,False,True,False,False,True,True,small,0.07060711683710488,4,93,0.15495357161798345,601,40,none,5.133727251689705e-08,0.0011309504189105895,idw,0.6365906324775366,6,True,True,COMPLETE
60,1257.4343491598945,0.9660421803629163,True,True,False,False,False,True,False,False,True,True,none,0.08018974366783932,6,85,0.26428880432017615,508,55,none,2.2360464770743796e-07,0.00041780756289374493,capacity,0.7377048343422785,6,True,False,COMPLETE
61,1194.7724189519126,0.9065461537630941,True,True,False,False,False,True,False,False,True,True,none,0.14264439727744524,3,99,0.07400551350870407,477,50,none,1.552993979201215e-05,0.00017666143561675103,idw,0.7566494659148516,6,True,False,COMPLETE
62,1181.0977854419973,0.9149265888267353,True,True,False,False,False,True,False,False,True,True,none,0.11782845720491812,3,96,0.030857080974241544,420,50,none,1.7171684856886685e-05,0.00014137009694204983,idw,0.5721085770397997,6,True,False,COMPLETE
63,1171.3288031606162,0.9339647464886046,True,True,False,False,False,True,False,False,True,True,none,0.11817313462212853,3,87,0.026752724736409286,380,64,none,2.9781920575637585e-05,0.0015174254319418627,idw,0.5746050290028271,6,True,False,COMPLETE
64,1195.314122685718,0.955611652608297,True,True,False,False,False,True,False,False,True,True,none,0.11981514616837381,4,88,0.008383925372453811,374,68,none,3.6586931311409534e-05,0.0011583408817807436,idw,0.5840469289886221,6,True,False,COMPLETE
65,1265.3573341696708,0.8358469298371938,True,True,False,False,False,True,False,False,True,True,none,0.06145312179954198,10,85,0.0308167315720181,548,58,none,0.0003376811737764698,0.007830249577185146,idw,0.53791355611067,6,True,False,COMPLETE
66,1194.0634161928767,0.5646220171341829,True,True,False,False,False,True,False,False,True,True,none,0.09069172307867066,3,93,0.04414931579750178,583,149,large,0.00012328247544825602,0.002852946582337492,mean,0.5878568618678468,6,True,False,COMPLETE
67,1253.56839243636,0.9164098731770547,False,True,False,False,True,True,False,False,True,True,large,0.07503268730248144,5,81,0.018018813176021307,427,82,none,1.8372136018935484e-05,2.4861044574647113e-05,idw,0.5071293198456768,2,True,False,COMPLETE
68,1217.5701095946865,0.6588436708244355,True,True,False,False,False,True,False,False,True,True,none,0.013284903163846019,4,97,0.20404744988067522,639,64,none,7.524490048839183e-06,0.014591556922282364,max,0.5673492464016083,6,True,False,COMPLETE
69,1190.760347636858,0.900022868891108,True,True,False,False,False,True,False,False,True,True,none,0.11710159821148337,3,78,0.4842830270619647,385,53,none,2.95167862656561e-05,0.00011549591148504924,idw,0.6167822422084664,6,True,False,COMPLETE
