number,value,params_alpha,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_l1_ratio,params_lags_choice,params_lags_target,params_precip_lags_choice,params_spatial_agg_method,params_turbulence_window,params_vapor_pressure,state
16,1151.990211575296,0.3518365364672785,True,False,True,True,True,True,True,True,False,False,0.6169601408375085,large,6.0,large,None,6,True,COMPLETE
17,1324.8239039055318,0.566738699030074,True,False,True,True,True,True,True,True,False,False,0.556037826931698,large,6.0,large,distance_n_turbines,6,True,COMPLETE
18,1547.8426815243986,0.43077783640010575,False,False,True,True,True,True,True,True,False,False,0.22862311482918835,large,6.0,large,capacity,6,True,COMPLETE
19,1302.6607442819954,0.7030636504812844,True,False,True,True,True,True,True,True,False,False,0.5996294231663774,large,6.0,large,mean,6,True,COMPLETE
20,1151.990211575296,0.5022992326279542,True,False,True,True,True,True,True,True,False,False,0.3344065586073125,large,6.0,large,None,6,True,COMPLETE
21,1151.990211575296,0.5048292778536724,True,False,True,True,True,True,True,True,False,False,0.29797122653798297,large,6.0,large,None,6,True,COMPLETE
22,1151.990211575296,0.3644222508730163,True,False,True,True,True,True,True,True,False,False,0.1770814777405222,large,6.0,large,None,6,True,COMPLETE
23,1151.990211575296,0.5112861837581929,True,False,True,True,True,True,True,True,False,False,0.5688421425791717,large,6.0,large,None,6,True,COMPLETE
24,1151.990211575296,0.24625910147690283,True,False,True,True,True,True,True,True,False,False,0.3963688097027753,large,6.0,large,None,6,True,COMPLETE
25,1125.2783720569234,0.37059320292357417,True,False,True,True,True,True,True,True,False,False,0.6329095084512207,large,6.0,large,None,2,True,COMPLETE
26,1362.3912959596069,0.364353186179107,False,False,True,True,True,True,True,True,False,False,0.8217945696081856,large,6.0,large,None,2,True,COMPLETE
27,1419.8011671008624,0.12495727829950193,True,False,True,True,True,True,True,True,False,False,0.6311717000920737,large,6.0,large,max,2,True,COMPLETE
28,1301.2549005872795,0.3689878520191714,True,False,True,True,True,True,True,True,False,False,0.8289055310697425,small,6.0,large,idw,2,True,COMPLETE
29,1326.324410904962,0.5966375244558993,True,False,True,True,True,False,False,True,False,False,0.9425176135156035,large,12.0,small,distance_n_turbines,2,True,COMPLETE
30,1222.5214659602836,0.23564384906584884,True,False,True,True,True,True,True,True,False,False,0.5317709158737158,large,,small,mean,2,True,COMPLETE
31,1151.990211575296,0.4958259649060489,True,False,True,True,True,True,True,True,False,False,0.6401658385739948,large,6.0,large,None,6,True,COMPLETE
32,1151.990211575296,0.37878778186878226,True,False,True,True,True,True,True,True,False,False,0.3307924575101798,large,6.0,large,None,6,True,COMPLETE
33,1151.990211575296,0.6799174185862044,True,False,True,True,True,True,True,True,False,False,0.4618188044884681,large,6.0,large,None,6,True,COMPLETE
34,1340.5969319841226,0.4550687255901114,True,False,True,True,False,False,False,True,False,False,0.5275146419482835,large,6.0,large,capacity,2,True,COMPLETE
35,1415.0546057153178,0.5463988852521244,True,True,True,True,True,True,True,False,True,False,0.15442453165088182,large,6.0,large,max,6,True,COMPLETE
36,1227.607070755288,0.2107707145855283,True,False,False,False,True,True,False,True,False,False,0.35222514471570304,large,,large,idw,2,True,COMPLETE
37,1474.8803111908037,0.3174307509683597,False,True,True,True,False,True,True,False,True,True,0.4525042726491955,small,1.0,small,distance_capacity,6,True,COMPLETE
38,1140.467633546905,0.6474155928202594,True,False,True,True,True,False,True,True,False,False,0.6038874131671264,large,6.0,large,None,2,True,COMPLETE
39,1113.6259248331291,0.81381626831324,True,True,False,True,False,False,False,True,True,True,0.7777636546909761,large,12.0,large,None,2,True,COMPLETE
40,1432.9524435679875,0.9172824955377978,False,True,False,False,False,False,False,False,True,True,0.8046104343861546,small,12.0,large,distance_n_turbines,2,True,COMPLETE
41,1113.6259248331291,0.8265682126062921,True,True,False,True,False,False,False,True,True,True,0.6075069013162372,large,12.0,large,None,2,True,COMPLETE
42,1113.6259248331291,0.8431429377844145,True,True,False,True,False,False,False,True,True,True,0.6724095991302802,large,12.0,large,None,2,True,COMPLETE
43,1113.6259248331291,0.8355556197855174,True,True,False,True,False,False,False,True,True,True,0.6877995967356159,large,12.0,large,None,2,True,COMPLETE
44,1266.425552700429,0.8379111119604904,True,True,False,True,False,False,False,True,True,True,0.8942056746084497,large,12.0,large,distance_capacity,2,True,COMPLETE
45,1138.0008013844783,0.9822071703428402,True,True,False,True,False,False,False,True,True,True,0.7763438635192627,large,12.0,small,None,2,False,COMPLETE
46,1139.930737895733,0.7896981329085333,True,True,False,False,False,False,False,False,True,True,0.6858124877571238,large,12.0,large,None,2,True,COMPLETE
47,1426.8929871848534,0.8675508451045961,True,True,False,True,False,False,False,True,True,True,0.9859609625644175,none,12.0,large,max,2,False,COMPLETE
48,1263.1069909326245,0.7177827932452112,True,True,False,True,False,False,False,True,True,True,0.7526146467035713,large,12.0,large,idw,2,True,COMPLETE
49,1268.9538371206168,0.7616012775599564,False,True,False,True,False,False,False,True,True,True,0.6983927638700181,small,12.0,large,None,0,True,COMPLETE
50,1138.5255088396689,0.8523439524808968,True,True,False,False,False,False,False,True,True,True,0.8614914978957995,large,12.0,small,None,2,False,COMPLETE
51,1138.0008013844783,0.9919858777302322,True,True,False,True,False,False,False,True,True,True,0.7742119702848453,large,12.0,small,None,2,False,COMPLETE
52,1138.0008013844783,0.9911671746269617,True,True,False,True,False,False,False,True,True,True,0.6657739024901728,large,12.0,small,None,2,False,COMPLETE
53,1138.0008013844783,0.8913147322940761,True,True,False,True,False,False,False,True,True,True,0.7848503522371737,large,12.0,small,None,2,False,COMPLETE
54,1290.150351557401,0.7846395597007652,True,True,False,True,False,False,False,True,True,True,0.7321306823697021,large,12.0,small,mean,2,False,COMPLETE
55,1301.8670931274958,0.9415460526933748,True,True,False,True,False,False,False,True,True,True,0.9033334517774476,none,12.0,none,capacity,2,False,COMPLETE
56,1138.1040350685325,0.8044187108102283,True,True,False,True,False,False,False,True,True,True,0.5890673460418405,large,12.0,large,None,0,False,COMPLETE
57,1147.185438409003,0.9523873156017869,True,True,False,True,False,False,False,False,True,True,0.6619743675161194,large,1.0,small,None,2,True,COMPLETE
58,1122.8109028430524,0.7463651307901028,True,True,False,True,False,False,False,True,True,True,0.708779246812867,large,12.0,none,None,2,True,COMPLETE
59,1497.838345332697,0.7433129781119069,False,True,False,True,False,False,False,True,True,True,0.7074596217333755,large,12.0,none,distance_capacity,2,True,COMPLETE
60,1138.0044967726424,0.8234404807328637,True,True,False,False,False,False,False,True,True,True,0.5050388272382162,none,12.0,none,None,2,True,COMPLETE
61,1122.8109028430524,0.884886452862677,True,True,False,True,False,False,False,True,True,True,0.7370563631855253,large,12.0,none,None,2,True,COMPLETE
62,1122.8109028430524,0.8667121248607009,True,True,False,True,False,False,False,True,True,True,0.5649809199601212,large,12.0,none,None,2,True,COMPLETE
63,1122.8109028430524,0.8874858348006132,True,True,False,True,False,False,False,True,True,True,0.5626908790980447,large,12.0,none,None,2,True,COMPLETE
64,1122.8109028430524,0.8907699348119649,True,True,False,True,False,False,False,True,True,True,0.732562972192319,large,12.0,none,None,2,True,COMPLETE
65,1266.3436196673958,0.7404719957434454,True,True,False,True,False,False,False,True,True,True,0.6626863639823878,large,12.0,none,distance_n_turbines,2,True,COMPLETE
66,1121.2904286272185,0.8363288287861079,True,True,False,True,False,False,False,True,True,True,0.5882662087655609,large,12.0,none,None,0,True,COMPLETE
67,1092.8101897723511,0.822957070676332,True,True,False,True,False,False,False,True,True,True,0.8372210869965511,large,,none,None,0,True,COMPLETE
68,1185.6849423629399,0.6737319083464026,True,True,False,True,False,False,False,True,True,True,0.8444745090542619,small,,none,mean,0,True,COMPLETE
69,1092.8101897723511,0.8019183609404018,True,True,False,True,False,False,False,True,True,True,0.8803687924992741,large,,none,None,0,True,COMPLETE
