number,value,params_alpha,params_cloud_lags_option,params_compute_air_density,params_compute_cloud_cover_fraction,params_compute_cooling_degree_hours,params_compute_dew_point_spread,params_compute_effective_solar,params_compute_heating_degree_hours,params_compute_humidex,params_compute_pressure_trend,params_compute_rain_indicator,params_compute_temp_gradient,params_compute_wind_chill,params_compute_wind_components,params_compute_wind_power_density,params_compute_wind_speed_gradient,params_drop_basic_meteo_features,params_drop_rad_meteo_features,params_drop_wind_meteo_features,params_l1_ratio,params_lags_target,params_precip_lags_option,params_rolling_temp_option,params_spatial_agg_method,params_temp_lags_option,state
23,1302.9025984134423,0.6234451446059439,medium,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,0.04028619481276918,12.0,medium,none,mean,small,COMPLETE
24,1302.9025984134423,0.576917244584193,medium,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,0.0458126965167588,12.0,medium,none,mean,small,COMPLETE
25,1302.9025984134423,0.4485028009522526,medium,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,0.15733822472826475,12.0,medium,none,mean,small,COMPLETE
26,1318.0118834090952,0.36598568542472093,medium,False,True,True,False,True,False,True,True,True,True,True,False,False,True,True,True,True,0.15266950706621246,12.0,medium,short,mean,small,COMPLETE
27,1612.0348500369635,0.5805346549191187,medium,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,0.25298601844702484,1.0,medium,none,mean,small,COMPLETE
28,1338.4830056510411,0.5925287238687855,medium,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,0.012185739379304072,,medium,none,mean,small,COMPLETE
29,23647.897028742213,0.6757712732931707,none,False,True,True,False,False,False,True,True,True,True,False,False,False,False,True,False,True,0.26144374931270664,12.0,medium,none,population,small,COMPLETE
30,1300.039543712204,0.8052259873821713,medium,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,0.10076093795602224,12.0,small,none,mean,medium,COMPLETE
31,1300.039543712204,0.7812640384091631,medium,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,0.11420811403302145,12.0,small,none,mean,medium,COMPLETE
32,1360.3957481175732,0.779381581062057,medium,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,0.25892114188153265,12.0,small,none,distance_energy,medium,COMPLETE
33,1300.039543712204,0.7946326937731436,medium,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,0.10078727381716629,12.0,small,none,mean,medium,COMPLETE
34,16735.40155428364,0.8158678640604111,medium,False,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,0.39692042803571054,12.0,small,none,idw,medium,COMPLETE
35,1602.5160068202397,0.9146456773402507,medium,False,True,True,False,False,True,True,True,False,True,True,False,True,True,True,True,True,0.10201980316863637,1.0,small,none,mean,medium,COMPLETE
36,4167.01065063156,0.9111478541029424,medium,False,False,True,True,True,False,True,True,True,True,False,False,False,False,True,False,True,0.21163702281857583,6.0,small,short,population,medium,COMPLETE
37,1366.6245475043752,0.709762826206113,medium,True,True,True,False,False,True,False,False,False,True,True,False,True,True,False,True,True,0.3127406418216712,12.0,small,none,idw,medium,COMPLETE
38,1324.9627682990633,0.809685382248252,none,False,True,False,True,False,False,True,True,False,True,True,False,False,False,True,True,True,0.09402519113817637,12.0,small,none,energy,medium,COMPLETE
39,3445.1797583501207,0.7612924237089062,medium,False,False,True,False,True,True,False,False,False,True,False,False,False,True,True,False,True,0.41617390881834304,6.0,small,long,max,medium,COMPLETE
40,1410.3251778530996,0.6672813463722858,medium,True,True,True,True,False,False,True,True,True,True,True,False,True,False,False,True,False,0.2025246529625656,1.0,small,long,distance_energy,medium,COMPLETE
41,1300.039543712204,0.7152165891826613,medium,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,0.07500084510861461,12.0,small,none,mean,medium,COMPLETE
42,1300.039543712204,0.9169998310874847,medium,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,0.10982188865532909,12.0,small,none,mean,medium,COMPLETE
43,1300.039543712204,0.7144611342313494,medium,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,0.16214138997146388,12.0,small,none,mean,medium,COMPLETE
44,1478.8500597202074,0.9171643078740386,none,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,0.11956708665459517,,small,none,None,medium,COMPLETE
45,1378.4849970940143,0.7972950705581002,medium,True,False,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,0.3139343709950907,12.0,small,none,mean,medium,COMPLETE
46,1357.3188825304112,0.9433409284312015,medium,False,True,True,False,False,True,False,False,False,True,True,False,False,True,True,True,False,0.22109432519405817,12.0,small,long,mean,medium,COMPLETE
47,123011.04102445218,0.8764913974911209,medium,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,True,0.3189769523699539,6.0,small,short,mean,medium,COMPLETE
48,1541.9615368053298,0.7446597482167898,none,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,True,True,0.4647353854344089,12.0,small,none,mean,none,COMPLETE
49,1425.907702020202,0.8487998095964803,small,True,True,True,False,False,False,False,True,False,True,True,False,False,False,True,True,False,0.13409094698069818,,small,none,population,medium,COMPLETE
50,1457.1520006823641,0.9400958387985958,medium,False,False,True,False,False,True,True,False,False,True,False,True,False,True,True,True,True,0.1882807035249987,12.0,small,none,energy,medium,COMPLETE
51,1300.039543712204,0.7121784129558256,medium,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,0.07451875028828349,12.0,small,none,mean,medium,COMPLETE
52,1300.039543712204,0.7217870179222851,medium,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,0.01152340819235477,12.0,small,none,mean,medium,COMPLETE
53,1300.039543712204,0.8301416254535446,medium,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,0.17837535400433036,12.0,small,none,mean,medium,COMPLETE
54,1300.039543712204,0.7779294384787226,medium,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,0.13143569314843506,12.0,small,none,mean,medium,COMPLETE
55,1677.6461122238015,0.8977804168975756,medium,False,True,True,False,False,False,True,True,False,False,True,False,False,True,True,True,True,0.08582477359523515,12.0,small,none,None,none,COMPLETE
56,1309.6643777427528,0.6927483116201999,small,False,True,True,False,False,False,True,True,True,True,True,False,False,True,True,True,True,0.23288579144850718,12.0,small,none,distance_population,medium,COMPLETE
57,1569.3932337871204,0.536689114567966,medium,False,True,True,True,False,False,True,True,False,True,True,False,True,True,True,True,False,0.8595742838008099,1.0,small,long,max,medium,COMPLETE
58,1277.2880455883958,0.6375472697722405,medium,False,True,True,False,False,False,True,True,False,True,True,False,False,True,False,True,True,0.15467071050417902,12.0,small,none,mean,medium,COMPLETE
59,1383.3909679309693,0.7497197139892096,medium,True,True,False,False,False,False,True,True,False,True,True,True,False,True,False,True,True,0.05306249927313689,12.0,small,short,distance_energy,medium,COMPLETE
60,1534.60133860942,0.6558503194036381,medium,False,True,True,False,True,False,False,True,False,False,True,False,False,True,False,True,True,0.5873640414767747,6.0,none,none,idw,none,COMPLETE
61,1277.2880455883958,0.641706699602217,medium,False,True,True,False,False,False,True,True,False,True,True,False,False,True,False,True,True,0.1713578554273201,12.0,small,none,mean,medium,COMPLETE
62,1277.2880455883958,0.6534527758237733,medium,False,True,True,False,False,False,True,True,False,True,True,False,False,True,False,True,True,0.1167081588224156,12.0,small,none,mean,medium,COMPLETE
63,1277.2880455883958,0.63385348371693,medium,False,True,True,False,False,False,True,True,False,True,True,False,False,True,False,True,True,0.12670707164972667,12.0,small,none,mean,medium,COMPLETE
64,1277.2880455883958,0.6295410075457553,medium,False,True,True,False,False,False,True,True,False,True,True,False,False,True,False,True,True,0.1870200594714993,12.0,small,none,mean,medium,COMPLETE
65,1273.9384408836431,0.5298771665809608,small,False,True,True,False,False,False,True,True,False,True,True,False,False,True,False,True,True,0.2892666523803973,12.0,small,none,mean,medium,COMPLETE
66,1273.9384408836431,0.4571539625645205,small,False,True,True,False,False,False,True,True,False,True,True,False,False,True,False,True,True,0.26637015781724793,12.0,small,none,mean,medium,COMPLETE
67,1324.2884042349285,0.5332088666072918,small,False,True,True,False,False,False,True,True,False,True,True,False,False,True,False,True,True,0.2588074181200829,,small,none,mean,medium,COMPLETE
68,120472.68144650389,0.465529147210666,small,False,True,True,False,False,False,True,True,True,True,True,False,False,True,False,False,True,0.35045850091623704,12.0,none,none,mean,medium,COMPLETE
69,1310.340676007796,0.4175985613747728,small,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,True,True,0.29563497226738217,12.0,small,none,distance_population,medium,COMPLETE
