number,value,params_alpha,params_cloud_lags_option,params_compute_air_density,params_compute_cloud_cover_fraction,params_compute_cooling_degree_hours,params_compute_dew_point_spread,params_compute_effective_solar,params_compute_heating_degree_hours,params_compute_humidex,params_compute_pressure_trend,params_compute_rain_indicator,params_compute_temp_gradient,params_compute_wind_chill,params_compute_wind_components,params_compute_wind_power_density,params_compute_wind_speed_gradient,params_drop_basic_meteo_features,params_drop_rad_meteo_features,params_drop_wind_meteo_features,params_l1_ratio,params_lags_target,params_precip_lags_option,params_rolling_temp_option,params_spatial_agg_method,params_temp_lags_option,state
20,2182.3743804447263,0.3640068947165686,small,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,0.16610722901365366,1.0,medium,none,None,medium,COMPLETE
21,1743.7374340069325,0.031397700047711335,small,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,0.38413886591451163,12.0,medium,short,distance_population,medium,COMPLETE
22,1743.7374340069325,0.11263148967362033,small,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,0.44024337871456415,12.0,medium,short,distance_population,medium,COMPLETE
23,1743.7374340069325,0.014583666453514561,small,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,0.33148358962110575,12.0,medium,short,distance_population,medium,COMPLETE
24,1839.5542742564503,0.2618518393373521,small,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,0.4735342580370192,6.0,medium,short,energy,medium,COMPLETE
25,1758.0727510503566,0.09953746442568157,small,True,False,False,True,True,False,False,True,False,False,True,True,False,False,True,True,False,0.5755426325269165,12.0,none,short,distance_population,medium,COMPLETE
26,1722.333318958964,0.27064337385183734,small,True,True,False,False,False,True,True,True,False,False,True,False,False,False,True,False,True,0.3394711336936292,12.0,medium,short,distance_population,medium,COMPLETE
27,1722.333318958964,0.27696463031092855,small,True,True,False,False,False,True,True,True,False,False,True,False,False,False,True,False,True,0.3144160089434672,12.0,medium,short,distance_population,medium,COMPLETE
28,1751.4592687003321,0.2850690227541528,medium,True,True,False,False,False,True,True,True,False,False,True,False,False,False,True,False,True,0.15808272586933064,12.0,medium,none,distance_population,none,COMPLETE
29,1913.80395488205,0.40379274566168527,none,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,0.7703213274341183,6.0,none,short,energy,small,COMPLETE
30,2115.5334687633535,0.526770416191287,medium,True,True,False,False,False,True,True,True,False,False,True,False,False,False,True,False,True,0.29508840228444216,1.0,medium,long,idw,medium,COMPLETE
31,1722.333318958964,0.9991342101062919,small,True,True,False,False,False,True,True,True,False,False,True,False,False,False,True,False,True,0.3350596622592298,12.0,medium,short,distance_population,medium,COMPLETE
32,1723.9282205993925,0.7278548300315838,small,True,True,False,False,False,True,True,True,False,False,True,False,False,False,True,False,True,0.33071586570553774,12.0,medium,short,distance_energy,medium,COMPLETE
33,1723.9282205993925,0.964310331600738,small,True,True,False,False,False,True,True,True,False,False,True,False,False,False,True,False,True,0.20450488879516038,12.0,medium,short,distance_energy,medium,COMPLETE
34,1793.3893924147117,0.7599747690004187,small,False,True,True,False,False,True,True,True,True,True,True,False,False,False,True,False,True,0.3153751036092248,12.0,medium,short,distance_energy,medium,COMPLETE
35,1807.7831295150536,0.9323251905681549,small,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,0.33489284991750456,6.0,medium,short,distance_energy,none,COMPLETE
36,1733.479613139485,0.7411275375967061,small,True,True,True,False,False,True,True,True,True,True,True,False,False,False,True,False,True,0.02914357187770733,12.0,small,short,mean,medium,COMPLETE
37,1731.6246881296156,0.7378617898641444,medium,False,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True,0.21746556776910125,12.0,none,none,distance_energy,medium,COMPLETE
38,1734.1541080811287,0.8745428035275112,small,True,True,True,False,False,True,True,True,True,True,True,False,False,False,True,False,True,0.14169192859002125,,medium,short,max,medium,COMPLETE
39,2161.4685417205096,0.5711182701810897,none,True,True,False,False,False,True,True,False,False,False,False,False,True,True,True,False,True,0.0889584920526732,1.0,small,long,mean,medium,COMPLETE
40,1750.1847035506983,0.4287700838069284,small,False,True,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,0.25864565496858943,12.0,medium,short,population,none,COMPLETE
41,1723.9282205993925,0.9757163255432093,small,True,True,False,False,False,True,True,True,False,False,True,False,False,False,True,False,True,0.20934703505869862,12.0,medium,short,distance_energy,medium,COMPLETE
42,1723.9282205993925,0.982997576615142,small,True,True,False,False,False,True,True,True,False,False,True,False,False,False,True,False,True,0.1916444407131197,12.0,medium,short,distance_energy,medium,COMPLETE
43,1723.9282205993925,0.8896012438016434,small,True,True,False,False,False,True,True,True,False,False,True,False,False,False,True,False,True,0.35131611182635364,12.0,medium,short,distance_energy,medium,COMPLETE
44,1761.7515567183027,0.7997742460171253,small,True,True,False,False,False,True,True,True,False,False,True,False,True,False,True,False,True,0.27813546533738676,,medium,short,distance_energy,medium,COMPLETE
45,1709.826742789993,0.9208396213241631,small,True,True,True,False,False,True,True,True,True,True,True,False,False,False,True,False,True,0.09462816522885137,12.0,small,long,max,medium,COMPLETE
46,1701.737890173358,0.6559620144460333,small,True,True,True,False,False,True,True,True,True,True,False,False,False,False,False,False,True,0.09756676770253418,12.0,small,long,max,small,COMPLETE
47,1706.2386539333663,0.683303510097217,none,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,0.6924689243877802,12.0,small,long,max,small,COMPLETE
48,1738.3801671146578,0.6491646326871243,none,False,True,True,False,False,True,True,False,True,True,False,False,True,True,False,False,True,0.7559920478738101,12.0,small,long,max,small,COMPLETE
49,1730.5349445699796,0.6885021628944715,none,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,0.07790890970841058,,small,long,max,small,COMPLETE
50,2067.829944767894,0.5942298306492237,none,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,0.853137686187122,1.0,small,long,max,small,COMPLETE
51,1706.2386539333663,0.9035928117293044,none,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,0.11963540019989508,12.0,small,long,max,small,COMPLETE
52,1706.2386539333663,0.48820895599875147,none,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,0.018027288062513275,12.0,small,long,max,small,COMPLETE
53,1706.2386539333663,0.49136216612825423,none,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,0.05025948660583579,12.0,small,long,max,small,COMPLETE
54,1706.2386539333663,0.49553325297445455,none,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,0.014342107047020422,12.0,small,long,max,small,COMPLETE
55,1706.2386539333663,0.4828569851013493,none,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,0.021707412113210336,12.0,small,long,max,small,COMPLETE
56,1706.2386539333663,0.521490674589365,none,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,0.05951871180393268,12.0,small,long,max,small,COMPLETE
57,1777.0724496511423,0.5687786447889941,none,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,0.12811227415810328,6.0,small,long,max,small,COMPLETE
58,1724.2928930778173,0.4692119002481218,none,True,True,True,False,False,True,True,True,True,True,False,False,True,True,False,False,True,0.0391167447086029,12.0,small,long,max,small,COMPLETE
59,1706.2386539333663,0.6047421196389586,none,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,0.6896778990189588,12.0,small,long,max,small,COMPLETE
60,1706.2386539333663,0.3606773300483306,none,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,0.11845760821514566,12.0,small,long,max,small,COMPLETE
61,1706.2386539333663,0.4849303560378817,none,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,0.012167378264628138,12.0,small,long,max,small,COMPLETE
62,1706.2386539333663,0.5416204171713805,none,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,0.010796315032687104,12.0,small,long,max,small,COMPLETE
63,1706.2386539333663,0.4011712721527941,none,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,0.07157425641124307,12.0,small,long,max,small,COMPLETE
64,1706.2386539333663,0.4500225783864089,none,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,0.05927525804644659,12.0,small,long,max,small,COMPLETE
65,1733.9239546208294,0.6253271574337425,none,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,0.16989249714213836,12.0,small,long,None,small,COMPLETE
66,1706.2386539333663,0.3477435382750914,none,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,0.6198361262900067,12.0,small,long,max,small,COMPLETE
67,1706.2386539333663,0.6962345195742898,none,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,0.09610292399909642,12.0,small,long,max,small,COMPLETE
68,2179.755080406169,0.5007763532027533,none,False,True,True,False,False,True,True,False,True,True,False,False,False,True,False,False,True,0.037790403530736524,1.0,small,long,energy,small,COMPLETE
69,1730.3962578484727,0.5577823380601067,none,True,True,True,False,False,True,True,True,True,True,False,False,False,True,False,False,True,0.11467655313864698,12.0,small,long,population,small,COMPLETE
