number,value,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moiust_air_correction,params_compute_wind_power_density,params_compute_wind_ramp,params_compute_wind_shear,params_dew_point_temperature,params_drop_raw_main_features,params_drop_raw_wind_features,params_encode_wind_direction,params_gust_factor,params_lags_choice,params_lags_target,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_choice,params_reg_alpha,params_reg_lambda,params_spatial_agg_method,params_subsample,params_turbulence_window,params_vapor_pressure,state
17,897.7077749560773,0.8022331556052282,False,False,False,True,False,True,False,True,False,True,none,6.0,0.05042566506899859,10,5,0.09901687176710997,332,93,none,1.1142188920048452e-06,1.4840799115620125e-07,idw,0.7320464347585791,6,True,COMPLETE
18,1053.7710526763917,0.6426367060958864,True,True,False,False,True,True,False,True,False,False,none,6.0,0.19777440081531616,9,20,0.18223278528577597,394,47,none,1.5988449442682234e-06,6.521880194450498e-06,distance_capacity,0.7786138285390047,6,False,COMPLETE
19,817.7995224161106,0.5165510215438252,False,False,False,True,False,True,False,True,False,True,none,1.0,0.04539960396209142,14,40,0.07247005386672975,497,59,large,1.850559064632217e-08,1.3764224076158787e-07,capacity,0.5998750750439694,0,True,COMPLETE
20,746.5460049928143,0.5614915797904674,False,False,False,True,False,True,False,True,False,True,none,1.0,0.038446613959301386,14,46,0.1410851322394547,722,20,large,1.1631330192676409e-08,1.0506515249187051e-08,capacity,0.5809807061968121,0,True,COMPLETE
21,756.2415998828337,0.5600777987492154,False,False,False,True,False,True,False,True,False,True,none,1.0,0.03868993943981403,14,46,0.14409628573619263,692,10,large,1.276959307601464e-08,1.4997412111453605e-08,capacity,0.5864515540908537,0,True,COMPLETE
22,753.9370258920593,0.5629799263238789,False,False,False,True,False,True,False,True,False,True,none,1.0,0.037423177585649565,14,47,0.15638071911982104,717,10,large,1.162830657643511e-08,1.1559482559961877e-08,capacity,0.5801529018980889,0,True,COMPLETE
23,738.8649422003231,0.5653232169043675,False,False,False,True,False,True,False,True,False,True,none,1.0,0.03620443750504598,14,50,0.16797614207851383,734,10,large,1.1909891526140713e-08,1.3219734283624956e-08,capacity,0.5018358092540699,0,True,COMPLETE
24,774.4597569022898,0.665296575941927,False,False,False,True,False,True,False,True,False,True,none,1.0,0.023376457667603927,14,58,0.23243827577758744,753,28,large,1.2490417853005406e-07,1.2167248160892885e-08,capacity,0.5042274132012285,0,True,COMPLETE
25,785.3618155091017,0.6167981018348272,False,False,False,True,False,True,False,True,False,True,none,1.0,0.07877156728911426,13,59,0.28938146775643114,760,31,large,6.011097005910273e-08,4.0794772128716565e-08,capacity,0.5600872861245972,0,True,COMPLETE
26,850.5810567123805,0.5655045359309626,True,True,False,False,True,True,False,False,False,False,none,1.0,0.03022056883058779,15,45,0.15642990299136963,698,10,large,0.7474308879431888,2.1698566711198584e-06,capacity,0.5455405548458969,0,True,COMPLETE
27,776.5414824479598,0.7004474618548016,False,False,False,True,False,True,False,True,False,True,none,1.0,0.01840095943445603,11,78,0.20675415948649667,981,24,large,1.2007268694577787e-08,1.0219844095331047e-08,capacity,0.6458892124732245,0,True,COMPLETE
28,851.9812017355486,0.7752135465445446,False,False,False,True,False,True,False,True,False,True,large,1.0,0.0400904612164231,15,62,0.13631715334907746,789,36,large,3.165441630483891e-07,3.590506003013122e-05,None,0.5024832954666563,0,True,COMPLETE
29,910.2606636590717,0.6609304913591136,True,True,True,True,False,True,False,False,True,False,none,1.0,0.023436906607746444,13,41,0.05064485704608662,666,17,large,4.58768732009514e-08,2.0190736938391556e-07,capacity,0.5591870742471646,0,True,COMPLETE
30,952.0713987888693,0.5896133129974206,False,False,False,True,False,True,False,True,False,True,large,12.0,0.0656856963833552,16,54,0.17938731212260955,708,40,large,4.104309967143233e-07,4.730720772276497e-08,capacity,0.5400391421443386,0,True,COMPLETE
31,784.7770143977586,0.5706622139402199,False,False,False,True,False,True,False,True,False,True,none,1.0,0.039500149795191015,14,48,0.13670098771625921,706,11,large,1.0757266967743244e-08,1.3474655896446757e-08,capacity,0.5843150048339627,0,True,COMPLETE
32,764.5202952998479,0.5513422296302403,False,False,False,True,False,True,False,True,False,True,none,1.0,0.028075176440726435,14,44,0.12904495994907642,651,19,large,3.672376573030304e-08,3.5821061626121954e-08,capacity,0.5826054027827696,0,True,COMPLETE
33,778.5928284482148,0.6327198961134812,False,False,False,True,False,True,False,True,False,True,none,1.0,0.037808190050005124,13,52,0.16447977273218903,815,11,large,8.677147288878276e-08,6.089775033092226e-08,capacity,0.5323458912260065,0,True,COMPLETE
34,963.8698336188381,0.540529608874146,False,False,True,False,True,True,False,False,True,True,none,1.0,0.021275979239767595,15,34,0.2165305182337166,873,25,large,2.7887007806782536e-08,0.1197204572281078,max,0.660111077957845,0,True,COMPLETE
35,871.3305782505325,0.594154123091523,False,False,True,True,False,True,True,True,False,True,none,12.0,0.06573296876443283,11,47,0.29373605059593233,617,19,large,1.122172663520705e-08,2.7079992544809245e-08,capacity,0.6208558304503528,2,True,COMPLETE
36,1016.76921968562,0.9886688770018637,True,False,False,True,False,False,False,True,True,False,none,1.0,0.028235393811268716,16,39,0.050389958074253935,731,32,large,1.6535943506312585e-07,1.9700066855163426e-06,distance_n_turbines,0.5819376451407172,0,True,COMPLETE
37,939.6352467830566,0.9326611764828967,False,False,False,True,True,True,True,True,False,True,large,1.0,0.042708764375171265,12,62,0.12317747861645918,788,48,large,3.901508419500658e-07,3.3258988747082644e-07,capacity,0.6786952917616845,2,True,COMPLETE
38,866.409089503525,0.6728279258285884,False,False,True,False,False,True,False,False,True,True,small,1.0,0.03356394764408138,13,76,0.1917319092912584,680,17,small,4.8092553765365706e-06,0.0008173933287678961,capacity,0.6385912938094804,0,True,COMPLETE
39,1140.3435747499043,0.743449501426228,False,True,False,True,False,False,True,True,False,True,none,12.0,0.0176985351728301,15,52,0.3601978400080438,888,10,large,0.00046831864197475364,1.0271418101059479e-07,max,0.5697387732016584,0,True,COMPLETE
40,981.5017674915285,0.5429491335426726,True,False,False,True,False,True,False,True,False,False,large,1.0,0.06395119138745758,11,36,0.2655380382763892,831,35,small,3.587797406764367e-08,2.0590197217386222e-05,None,0.6029556016424522,2,True,COMPLETE
41,761.9492938180933,0.5613207445638169,False,False,False,True,False,True,False,True,False,True,none,1.0,0.02850815524132391,14,45,0.11893778625579358,659,21,large,3.5370881553894886e-08,2.625442425927162e-08,capacity,0.5262084256281122,0,True,COMPLETE
42,785.1016626309791,0.5696373757794515,False,False,False,True,False,True,False,True,False,True,none,1.0,0.03292080703993636,14,43,0.1621394587306703,731,24,large,8.700711151069891e-08,1.9623773834897478e-08,capacity,0.5266531881015022,0,True,COMPLETE
43,760.7298775623476,0.526642212174753,False,False,False,True,False,True,False,True,False,True,none,1.0,0.024696283113858224,13,49,0.11886864719090798,539,18,large,2.4517664915641233e-08,2.5514688589302997e-08,capacity,0.5002563698473119,0,True,COMPLETE
44,767.4813291885565,0.5227739719924336,False,False,False,True,False,True,False,True,False,True,none,1.0,0.014561801598275154,16,57,0.43487971768284545,542,14,large,2.022821473637016e-08,0.00026174849904026946,distance_n_turbines,0.5002330090743173,0,True,COMPLETE
45,830.3187252498037,0.8692848354779923,False,False,False,True,False,True,True,True,False,True,none,1.0,0.04590625152461493,13,49,0.04980730624964405,598,30,large,2.095806115871457e-07,6.461411589930247e-08,distance_capacity,0.5522014300485228,0,True,COMPLETE
46,952.4607104528118,0.6293235024645834,False,False,True,False,True,False,False,False,True,True,small,1.0,0.024912734848580285,12,30,0.22650072043415048,628,41,large,1.0594370432634568e-08,1.0240426220459491e-08,mean,0.7005469415122982,0,True,COMPLETE
47,908.8721133792293,0.5359497146971031,False,False,False,True,False,True,False,True,False,True,none,12.0,0.03670679942035108,15,65,0.15431412966661262,782,149,small,7.259495911818507e-07,1.9747184908762542e-07,capacity,0.6090073169654225,0,True,COMPLETE
48,932.9049472230963,0.598842937641318,False,True,False,True,False,True,False,True,False,True,none,,0.019996454421587706,12,88,0.11185127815357204,548,65,large,8.562537034519608e-08,4.2559668247035754e-07,capacity,0.5251914552333247,2,False,COMPLETE
49,824.857056964648,0.5352014980967275,False,False,False,True,False,False,False,True,False,True,none,1.0,0.011423294595339622,15,54,0.24665717691034003,730,116,large,2.3417642807478805e-08,1.339908329522046e-06,capacity,0.5777862042441564,0,True,COMPLETE
50,822.6989530132511,0.5868803614704767,False,False,False,True,False,True,True,True,False,True,small,1.0,0.0162362939167421,5,19,0.07190875580948478,683,50,large,6.501403801160429e-06,0.9694888675818389,mean,0.8875740835710622,6,True,COMPLETE
51,766.757826538202,0.5608418075161374,False,False,False,True,False,True,False,True,False,True,none,1.0,0.030657794106271848,14,38,0.1215011594036171,653,23,large,5.71449500516195e-08,2.45792677842842e-08,capacity,0.5229561989488761,0,True,COMPLETE
52,772.0355688264252,0.5193593101703278,False,False,False,True,False,True,False,True,False,True,none,1.0,0.02705013662178959,13,48,0.18012933909882406,634,17,large,2.3191957252502837e-08,2.2545079541281932e-08,capacity,0.5441534254603853,0,True,COMPLETE
53,785.1101861640053,0.6114186094914192,False,False,False,True,False,True,False,True,False,True,none,1.0,0.04738274456952164,14,42,0.14861250532521364,597,22,large,1.3626415136923532e-07,1.091004850704534e-07,capacity,0.5166135697241973,0,True,COMPLETE
54,782.4533099659625,0.5539764017437472,False,False,False,True,False,True,False,True,False,True,none,1.0,0.02186007812346349,16,51,0.11083491316258237,764,28,large,0.008657094023917308,5.62907444054806e-08,distance_capacity,0.5546971276110834,0,True,COMPLETE
55,913.9167518338436,0.5038957841125096,False,False,False,True,False,True,False,True,False,True,none,,0.035017354744033675,13,45,0.07698003806964693,707,15,small,3.876389909715657e-08,2.5717948283738854e-08,max,0.5202614297332181,0,False,COMPLETE
56,863.6344315464233,0.5836994401948047,True,False,False,True,False,True,False,True,False,False,none,1.0,0.10237446867890669,14,32,0.1728862151878879,569,38,large,1.4201404198250046e-08,1.8262186846120264e-08,capacity,0.9870091141033617,0,True,COMPLETE
57,879.4296090269557,0.5221977378599575,False,False,False,False,True,True,False,True,False,True,none,1.0,0.030775689327306465,15,57,0.19881543723428843,524,20,large,5.135860306623138e-08,0.019306683510825103,None,0.5916430758168398,0,True,COMPLETE
58,912.3622057772072,0.6450725904379498,False,True,False,True,False,True,False,False,False,True,none,1.0,0.05898142908665351,14,61,0.14202684799835655,671,27,large,5.767306662337958e-07,2.2560162210634678e-07,distance_n_turbines,0.5679211636257403,6,True,COMPLETE
59,855.1522508796105,0.613246793739943,False,False,True,True,False,True,False,True,False,True,large,1.0,0.025789342374397676,13,38,0.09007387842666831,815,33,large,7.01504774427143e-05,8.279343350427144e-08,capacity,0.6241489469993582,0,False,COMPLETE
60,951.8112777796038,0.5785665707891714,False,False,False,True,False,False,False,True,True,True,none,6.0,0.043766808026395876,3,55,0.06332042241631505,740,82,large,1.9417251164687192e-07,0.004637360500636727,capacity,0.7876685737113184,0,True,COMPLETE
61,774.661273675959,0.5559905897755838,False,False,False,True,False,True,False,True,False,True,none,1.0,0.029442352171163012,14,44,0.12525442934907244,643,14,large,3.19886547482422e-08,3.41897281375728e-08,capacity,0.5384469647645284,0,True,COMPLETE
62,749.8701215098976,0.5484836849489434,False,False,False,True,False,True,False,True,False,True,none,1.0,0.025622729935318837,15,46,0.1326233348364877,658,21,large,1.7666107762885394e-08,4.108642538848191e-08,capacity,0.5680649665204067,0,True,COMPLETE
63,766.8567135987934,0.6859860151764543,False,False,False,True,False,True,False,True,False,True,none,1.0,0.040777443087352976,15,47,0.10287266802194064,685,14,large,1.001669008269499e-08,1.0677277867385605e-08,capacity,0.5040908072716281,0,True,COMPLETE
64,785.854324281226,0.5327583879845068,False,False,False,True,False,True,False,True,False,True,none,1.0,0.02355943248314408,16,50,0.03719786785386833,605,20,large,1.8814453015867274e-08,3.8413064575590104e-08,capacity,0.5692407073171245,0,True,COMPLETE
65,787.6129667989068,0.6028965350179066,False,False,False,True,False,True,False,True,False,True,none,1.0,0.050077984916251136,15,40,0.14783872552818186,402,10,none,8.10776667147938e-08,1.723609709189771e-08,capacity,0.594887371056442,0,True,COMPLETE
66,888.6934087673029,0.5004242999654809,True,False,False,True,False,True,False,True,False,False,none,,0.03536152952166983,12,26,0.19456420489832188,768,26,large,1.960218418409056e-08,6.362051142010421e-08,idw,0.5424345563315794,0,True,COMPLETE
67,793.6188915349103,0.5502418634896113,False,False,False,True,False,True,False,True,False,True,small,1.0,0.012795214952918358,14,35,0.11353658697556564,718,22,large,4.839283593520061e-08,5.834722404414781e-07,capacity,0.5139361759586477,0,True,COMPLETE
68,913.835630615046,0.5719810873350395,False,True,False,False,True,True,False,True,False,True,none,12.0,0.020750785263685578,15,46,0.21393817833595596,665,44,large,9.92917087204351e-08,1.4051345324331737e-07,capacity,0.6533669593669099,6,True,COMPLETE
69,783.8994306706569,0.5142013671331711,False,False,False,True,False,True,True,False,False,True,none,1.0,0.032677651631644045,13,67,0.16642427187165632,436,15,large,0.20228881595136694,1.704148718915829e-08,capacity,0.6160567125692068,0,False,COMPLETE
