number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moist,params_compute_clear_sky_fraction,params_compute_cloud_cover_fraction,params_compute_diffuse_ratio,params_compute_direct_ratio,params_compute_dni_ratio,params_compute_global_tilted_ratio,params_dew_point_temperature,params_drop_raw_features,params_drop_raw_solar_features,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_shortwave_lags_option,params_spatial_agg_method,params_subsample,params_use_base_models_pred_intervals,params_use_solar_geometry,params_vapor_pressure,state
23,433.5236254602785,large,0.6033942891830151,False,False,False,True,False,True,True,True,False,True,True,0.043977343241410706,12,91,0.2423158547027071,394,84,small,0.7759497226856348,1.2413772882124573e-07,medium,max,0.79378496863719,True,True,True,COMPLETE
24,441.3331579594039,medium,0.5050297231783778,False,False,False,True,False,True,True,True,False,True,True,0.06237224334720781,14,78,0.27279945939945227,305,55,small,3.8796506205165566e-05,1.9587603830754102e-06,medium,mean,0.7929675072185565,True,True,True,COMPLETE
25,436.2452868670857,large,0.563639650390924,False,False,False,True,False,True,True,True,False,True,True,0.04858990697118751,11,77,0.3686622788212889,388,45,small,0.09881387172745072,9.456865477861035e-08,medium,idw,0.8960521078635854,True,True,True,COMPLETE
26,446.69896798553947,large,0.6088232943720585,False,False,False,True,False,True,True,True,True,False,True,0.020826577305430517,15,87,0.2271530059158311,509,92,small,0.0010517343709263993,1.7608660329514167e-08,medium,capacity,0.7600539074644211,True,True,True,COMPLETE
27,440.91961216952296,large,0.627399863368246,False,False,False,True,False,True,True,True,False,True,True,0.010216873976704956,13,68,0.28878587196774835,370,74,small,0.002538098875081496,1.945912007170593e-06,medium,max,0.8277353750121684,True,True,True,COMPLETE
28,439.80655048859035,large,0.5388561772611786,False,False,False,True,False,True,True,True,False,True,True,0.03820945444089886,15,22,0.3520418038376092,436,98,small,0.057668420761137484,1.518667573922537e-07,medium,max,0.753896357473653,True,True,True,COMPLETE
29,452.81875704058007,large,0.6516768003860047,False,False,False,True,False,True,True,True,True,False,True,0.05820925380876646,13,92,0.4075533822610976,558,60,small,0.7603745100551729,1.0344662832381624e-08,none,max,0.8760040222354104,False,True,True,COMPLETE
30,433.7678653498665,none,0.5739516083998019,False,False,False,True,False,True,True,True,False,True,True,0.08868515015844972,12,46,0.19430466736276142,515,81,small,1.3092193551041765e-05,1.068524102550729e-06,medium,max,0.8235742332400994,True,True,True,COMPLETE
31,433.8423904085039,large,0.6800577909263634,False,False,False,True,False,True,True,True,False,True,True,0.11966199648853217,15,36,0.301091803125022,423,113,small,0.00021063286761568536,3.9854364067518356e-05,small,max,0.997974449373658,True,True,True,COMPLETE
32,457.79426301871234,large,0.720329362194064,False,True,True,True,False,True,True,True,False,True,True,0.19785247402215989,16,54,0.3390179496563928,480,106,small,0.014163633617044832,6.003543183363365e-05,medium,capacity,0.9355327700628391,True,True,True,COMPLETE
33,434.5158570653019,large,0.6168277734942507,False,False,False,True,False,True,True,True,False,True,True,0.12304909440423306,14,56,0.29348589457187046,598,90,large,0.03229102156565506,7.403470037632199e-06,none,max,0.6644380525112916,True,True,True,COMPLETE
34,464.2157655333622,medium,0.6531850786557241,True,False,True,True,True,False,True,False,True,True,True,0.0663176696686144,15,100,0.2539400188766668,350,124,small,0.0019312261086023622,0.002060105681057264,small,distance_n_panels,0.7319892086975787,False,True,True,COMPLETE
35,449.72920769359195,large,0.7633263128876123,False,True,False,True,False,True,True,True,False,True,False,0.04333853752819487,16,45,0.230319154770782,443,72,small,8.154638254394474e-06,9.51547195825652e-06,medium,idw,0.7792287348578768,True,True,True,COMPLETE
36,456.0554545299149,none,0.702749185488443,False,False,False,True,False,True,True,False,False,False,True,0.09054802653976941,11,33,0.37792397858423543,399,107,large,6.043858564758621e-05,6.214124219870114e-08,medium,max,0.8257095588058313,False,True,True,COMPLETE
37,442.71818827328406,medium,0.5824800399170651,True,False,True,True,True,False,True,True,True,True,False,0.19356069875212625,14,14,0.13911332109194294,337,118,small,4.7355293301651667e-07,7.907474449072708e-07,none,n_panels,0.8482414786427597,True,True,False,COMPLETE
38,464.6910914136026,large,0.5466083178574254,False,True,False,True,False,True,True,False,False,True,True,0.08939130834296116,9,24,0.3321971030967076,508,80,none,0.14221446379172295,2.120878495283682e-07,small,mean,0.8738336391513732,False,False,True,COMPLETE
39,473.52612969349985,large,0.837263236748719,False,False,False,False,True,False,False,True,False,False,True,0.056449728311821844,13,51,0.4586143087303811,778,98,large,0.0001525784794463629,2.947108917627234e-06,medium,None,0.5024210330122351,True,True,False,COMPLETE
40,432.5735717267723,none,0.666786987605718,True,False,True,False,False,True,True,True,False,True,False,0.03731744596090898,16,61,0.2869501340939704,959,67,small,0.32540045407412554,0.00044824910081528744,small,max,0.6818964171006612,True,False,True,COMPLETE
41,433.2342262826101,none,0.6648417039908857,True,False,True,False,False,True,True,True,False,True,False,0.03656833213041332,16,61,0.2787807896001616,910,40,small,0.2740276607161908,0.00046204225043794736,small,max,0.6720042736925707,True,False,True,COMPLETE
42,432.9230445552839,none,0.7284362685251918,True,False,True,False,False,True,True,True,False,True,False,0.023494486313306136,15,71,0.319543421999029,975,65,small,0.34545965317598787,0.003951361325246565,small,max,0.7202898703797544,True,False,True,COMPLETE
43,441.9685490532159,none,0.7286558504647703,True,False,True,False,False,True,True,True,False,True,False,0.02148827728485578,15,75,0.35848298529722955,995,66,small,0.5046620429583867,0.005055657213060701,small,distance_n_panels,0.7247927582224484,True,False,True,COMPLETE
44,435.9443748176495,none,0.6363637330785832,True,False,True,False,False,True,True,True,False,True,False,0.023284379732112368,12,72,0.38676298031773143,934,13,none,0.05631134028575327,0.010856444747768345,small,max,0.6829127353995149,True,False,False,COMPLETE
45,437.13724494985564,none,0.76633163483227,True,False,True,False,True,False,True,False,False,True,False,0.0146200287588665,14,83,0.2587928473987336,957,49,small,0.325792458501301,0.02650079743118363,small,n_panels,0.7718482999652914,True,False,True,COMPLETE
46,432.72999969347785,none,0.5210534217082423,True,False,True,False,False,True,True,True,True,True,False,0.026060766478115546,15,82,0.31617276017188056,838,66,small,0.01748253953465527,0.001642304316390396,large,max,0.6102979129022681,True,False,True,COMPLETE
47,476.34004763642866,none,0.5165817152490235,True,False,False,False,False,True,True,True,True,False,False,0.03228572666542883,14,95,0.28395598727994836,844,78,small,0.01985272899868655,0.00023727468246390323,large,capacity,0.6163646062824009,False,False,True,COMPLETE
48,437.1978242877606,none,0.5270683246451011,True,False,True,True,False,True,True,True,True,True,False,0.018149931115153645,12,82,0.4064316372852503,815,67,large,0.0006465267890902765,1.6275396357653745e-05,large,idw,0.6469805313375339,True,False,False,COMPLETE
49,445.1551255736229,none,0.5566204598009595,True,False,False,False,False,True,True,False,True,True,False,0.04847925313045318,13,65,0.1669493453132152,880,32,none,0.007464976088458167,5.514581834942098e-06,large,distance_capacity,0.5910666346339077,True,False,True,COMPLETE
50,439.49378432861414,small,0.5888834321822477,True,False,True,False,True,False,True,True,True,True,False,0.027400151574243786,4,61,0.34642461320647916,733,90,small,0.07670326113892162,0.001467691245123062,large,max,0.8094231661127631,True,False,True,COMPLETE
51,432.5056486159404,none,0.6219607222633527,True,False,True,False,False,True,True,True,True,True,False,0.023649768299441844,15,72,0.3199682287939536,946,64,small,0.2422766498130293,0.016982630069235605,small,max,0.5556625068554001,True,False,True,COMPLETE
52,433.9899467745804,none,0.6052064876169315,True,False,True,False,False,True,True,True,True,True,False,0.01705376788452346,16,86,0.3237791548130222,906,56,small,0.03328764108994815,0.026386151187568235,large,max,0.5470209295775006,True,False,True,COMPLETE
53,435.1621942487216,none,0.632752500579759,True,False,True,False,False,True,True,True,True,True,False,0.040471830930532554,15,79,0.30851939920154375,938,85,small,0.189434591480741,0.32212418730331355,medium,max,0.5685381518644589,True,False,True,COMPLETE
54,431.3651010051364,none,0.5631589463643865,True,False,True,False,False,True,True,True,True,True,False,0.032466900866340055,16,63,0.2079196036834891,870,50,small,0.012333828754798687,0.07608407634672013,small,max,0.5167978430014932,True,False,True,COMPLETE
55,437.54185549467866,medium,0.5671793803554499,True,False,True,False,False,True,True,True,True,True,False,0.030538391156697844,16,64,0.21554386911403314,886,50,small,0.6310710365601714,0.1573175764878991,small,max,0.5165087778630163,True,False,True,COMPLETE
56,496.17195037381924,none,0.9258864763449012,True,False,False,False,False,True,True,True,True,True,False,0.050324011459044145,16,57,0.10037589606081398,931,34,small,1.939236505320142e-05,0.052803271845104464,small,None,0.5438534040074475,True,False,True,COMPLETE
57,436.52097104613523,small,0.6153688979157749,True,False,True,True,False,True,True,True,True,True,False,0.06671418484692809,13,70,0.24435327454128364,301,75,small,0.14758980102758346,0.8792463832061411,small,mean,0.5287377056865217,True,False,True,COMPLETE
58,434.01679712137474,none,0.5883529006679361,True,False,False,False,False,True,True,True,True,True,False,0.03626090660087103,7,73,0.25788053861305366,983,41,small,0.9929400270323974,4.18458078323155e-08,small,max,0.5618267961416654,True,False,False,COMPLETE
59,439.71338970200117,large,0.6501486405619177,True,False,True,True,False,True,True,True,False,False,False,0.012100958592587523,14,63,0.1911770191352798,676,26,small,0.0019501928869525742,0.012290393835063265,medium,distance_n_panels,0.7383339517151775,True,False,True,COMPLETE
60,452.3588202224505,none,0.6207427186750414,False,False,False,True,False,True,True,True,False,True,True,0.052554388586482745,15,52,0.04059349774474558,801,52,none,0.004528831427740214,2.847059051051561e-07,medium,max,0.6993369942083129,False,False,True,COMPLETE
61,431.937993746092,none,0.5265827408683998,True,False,True,False,False,True,True,True,True,True,False,0.026896114544888782,15,81,0.3003691525257128,957,61,small,0.01088439783169286,0.0007320644363445082,large,max,0.6194318911410336,True,False,True,COMPLETE
62,432.1709488012368,none,0.5390866142595057,True,False,True,False,False,True,True,True,True,True,False,0.030997972888587636,14,68,0.2723641294065571,953,61,small,3.5424445212666356e-06,0.0005907796450040741,small,max,0.6326106262158827,True,False,True,COMPLETE
63,432.75980086833835,none,0.5523184759687289,True,False,True,False,False,True,True,True,True,True,False,0.02576686618530497,14,67,0.3008987137725535,867,59,small,4.323439972853449e-06,0.00013405875442804296,medium,max,0.6369402295079326,True,False,True,COMPLETE
64,432.03071754455596,none,0.5328027793789512,True,False,True,False,False,True,True,True,True,True,False,0.019873181128062387,14,86,0.23319331231302592,908,44,small,1.855402466500025e-07,0.0920332602626983,none,max,0.591193522515055,True,False,True,COMPLETE
65,435.5647114580285,large,0.5014099811354191,True,False,True,False,False,True,False,True,True,True,True,0.020274791557194763,14,91,0.23250581049400615,911,44,small,1.853795966963167e-07,0.10740336307525158,none,max,0.6345477805657638,True,True,True,COMPLETE
66,430.4143489912112,large,0.5346772135108132,False,False,False,False,False,True,True,True,True,True,False,0.07662230147710046,13,87,0.20951314250390957,411,38,small,1.8149443452476201e-06,6.251725043889899e-07,none,max,0.5859104764870898,True,True,True,COMPLETE
67,439.7323041671243,medium,0.5355246618756387,False,False,True,False,False,True,True,True,True,True,False,0.03165464950770137,13,96,0.17195047266586808,360,36,small,1.3249848091378197e-06,0.22253516006359067,none,n_panels,0.57975068757733,True,False,True,COMPLETE
68,442.861358008719,small,0.5195690859531386,False,False,False,False,False,True,True,True,True,True,False,0.015658036985831767,13,87,0.14158527653783215,461,26,small,3.8335364760508275e-06,0.05234221024290207,none,distance_capacity,0.5888288624972042,True,True,True,COMPLETE
69,442.3562402124457,large,0.5676875649448149,True,False,True,False,False,True,True,False,True,True,False,0.07996070360788232,10,85,0.19785499533427314,701,53,small,6.1577904943159e-08,6.302561377330458e-07,none,max,0.5973768802800589,True,True,True,COMPLETE
