number,value,params_cloud_lags_option,params_colsample_bytree,params_compute_air_density,params_compute_air_density_moist,params_compute_clear_sky_fraction,params_compute_cloud_cover_fraction,params_compute_diffuse_ratio,params_compute_direct_ratio,params_compute_dni_ratio,params_compute_global_tilted_ratio,params_dew_point_temperature,params_drop_raw_features,params_drop_raw_solar_features,params_learning_rate,params_max_depth,params_min_child_samples,params_min_split_gain,params_n_estimators,params_num_leaves,params_precip_lags_option,params_reg_alpha,params_reg_lambda,params_shortwave_lags_option,params_spatial_agg_method,params_subsample,params_use_base_models_pred_intervals,params_use_solar_geometry,params_vapor_pressure,state
10,308.9676337762188,medium,0.8131241619573629,True,True,False,True,True,True,True,True,True,True,True,0.011389364775724277,10,11,0.3604968637806559,978,51,none,6.223945393218516e-07,0.0002788922264408917,large,distance_capacity,0.6370484768408798,False,False,False,COMPLETE
11,305.8788852583857,medium,0.7318124240266148,True,True,True,False,False,True,False,True,True,False,False,0.27684522057207595,12,83,0.23738725740948607,883,12,none,0.38681807080602065,2.015841323422387e-05,none,None,0.6580580054672212,False,True,True,COMPLETE
12,327.9090561845451,medium,0.782111624957517,True,True,True,False,False,True,False,True,False,True,True,0.2828591062118652,12,36,0.16838212147479345,491,26,none,0.9730965221342991,0.0011787628718358143,none,n_panels,0.6341187490163295,False,True,True,COMPLETE
13,300.9447345007725,medium,0.689769245528673,True,True,True,False,False,True,False,True,False,False,False,0.06382236350370296,9,84,0.35391329489249046,812,45,none,2.429590543405182e-06,4.824615821335264e-07,none,None,0.5031104699592246,False,True,True,COMPLETE
14,301.5532386228979,medium,0.836239615738312,True,True,True,True,False,True,False,True,True,False,False,0.06891520437773681,8,74,0.38381372218974474,998,50,large,2.672346359926559e-06,1.0160467738646331e-08,none,None,0.5013195535451122,False,False,True,COMPLETE
15,301.4127867704523,large,0.7301980543721912,True,True,True,False,False,True,False,True,False,True,True,0.021213979882851414,9,61,0.4995439908980245,559,69,small,4.813560734439506e-06,3.5895557849574486e-07,none,max,0.5826500175660496,False,True,True,COMPLETE
16,303.91245596526807,medium,0.9970319134409995,True,True,True,False,False,True,False,True,False,False,True,0.08418503162261859,6,85,0.35253835525293675,449,43,none,3.114535693908913e-08,3.384349737341243e-05,none,distance_n_panels,0.9931459861552988,False,True,True,COMPLETE
17,311.55872462199045,medium,0.6784744012916156,True,True,True,False,False,False,False,True,False,True,False,0.038279486757847515,11,39,0.415293357110777,362,77,none,1.0832262592622277e-05,0.8299253782614838,large,mean,0.5013545188816795,False,True,True,COMPLETE
18,306.9403533115902,medium,0.7688447176866907,False,False,False,True,True,False,True,False,True,True,True,0.17528074047295186,4,65,0.30648785008015617,901,39,small,2.391542427488937e-07,8.234599873511489e-08,medium,n_panels,0.5893569184211084,False,False,False,COMPLETE
19,307.1420052633164,large,0.8622039321096873,True,True,True,False,False,True,False,True,False,False,False,0.01081617483831405,9,89,0.32564644117609376,769,62,large,0.0009241446762587339,9.655929601405905e-07,none,distance_capacity,0.6794877848628128,False,True,True,COMPLETE
20,302.2725639902697,medium,0.9212311350728779,True,True,True,False,False,False,False,True,False,True,True,0.04580669595766735,16,78,0.49246087874074584,599,87,small,3.683269430384878e-05,7.312028351214375e-05,none,None,0.8289366572944924,False,True,True,COMPLETE
21,300.5471948208251,large,0.7354174584239341,True,True,True,False,False,True,False,True,False,True,True,0.01870474134970235,9,60,0.4971075098130248,541,60,small,6.747372366587333e-06,5.228505632915749e-07,none,max,0.5783054379876157,False,True,True,COMPLETE
22,297.7787747865255,large,0.7134374285653201,True,True,True,False,False,True,False,True,False,True,True,0.01764845855353523,8,56,0.4177148042053458,493,57,small,9.132351445932616e-07,5.1273322254890275e-08,none,max,0.5477347497097712,False,True,True,COMPLETE
23,298.81623667660347,large,0.7954368480365064,True,True,True,False,False,True,False,True,False,True,True,0.016980486742144016,7,45,0.4185825835864341,470,59,small,2.6226201937752485e-07,4.653921719646441e-08,none,max,0.6010968198510172,False,True,True,COMPLETE
24,297.2370781531842,large,0.8054003783999214,True,True,True,False,False,True,False,True,False,True,True,0.015547934577762391,7,41,0.4204272177478616,456,87,small,1.9827467664544857e-07,5.095786622565555e-08,none,max,0.6209932797215895,False,True,True,COMPLETE
25,297.90682140014536,large,0.8532157305254509,True,True,True,False,False,True,False,True,False,True,True,0.015491404749440036,5,21,0.4086412933005142,404,88,small,1.36038160819149e-08,3.0535058907633536e-08,none,max,0.7006484176123164,False,True,True,COMPLETE
26,297.0417938549033,large,0.6316723835889541,False,False,False,True,True,True,True,False,True,True,True,0.026328389745656745,8,38,0.4310778446843251,313,83,small,1.4781423982964656e-07,9.41810294573151e-06,medium,max,0.6242094927900008,True,False,False,COMPLETE
27,292.99455451162135,large,0.616443117069899,False,False,False,True,True,True,True,False,True,True,True,0.025225748501128478,6,31,0.45110744306066247,301,91,small,8.466510667630295e-08,5.518623674476921e-06,medium,max,0.7258043919025444,True,False,False,COMPLETE
28,294.52781718803675,large,0.6249745173697997,False,False,False,True,True,True,True,False,True,True,True,0.02495394056861417,6,30,0.4544257600126186,337,115,small,7.875984540628696e-08,3.027222118205553e-05,medium,max,0.7275690054093767,True,False,False,COMPLETE
29,294.16983993567334,large,0.5002710707483362,False,False,False,True,True,True,True,False,True,True,True,0.026608708026292074,4,22,0.45500871990760094,320,115,small,7.52815997529509e-08,0.00033684447501670147,medium,max,0.7408057502193343,True,False,False,COMPLETE
30,294.427277628004,large,0.5168477752384419,False,False,False,True,True,True,True,False,True,True,True,0.028093610694989467,3,5,0.45864741115202207,370,113,small,5.8901056547632215e-08,0.0003760813741721463,medium,max,0.7951540248161074,True,False,False,COMPLETE
31,294.7047162143811,large,0.5142078115038501,False,False,False,True,True,True,True,False,True,True,True,0.028282135672843645,3,6,0.4588864803399415,375,117,small,5.394798661296264e-08,0.00047496028745486424,medium,max,0.7921994694909685,True,False,False,COMPLETE
32,293.8785164418478,large,0.5635264042492405,False,False,False,True,True,True,True,False,True,True,True,0.027801275005918738,3,20,0.3846928096555427,343,113,small,1.081870282695841e-08,0.0019243716845105316,medium,max,0.7322206020659823,True,False,False,COMPLETE
33,294.04971313243277,large,0.5585323315926546,False,False,False,True,True,True,True,False,True,True,True,0.03290366265023746,3,17,0.37739756633392774,415,97,small,1.8941912979484413e-08,0.001608241186099551,medium,max,0.8007289081903489,True,False,False,COMPLETE
34,300.6503735921528,none,0.5661314818760391,False,False,False,True,True,True,True,False,True,True,True,0.03542172383310641,4,17,0.38049396894544424,416,97,small,1.0739782634115912e-08,0.00889005507031959,medium,capacity,0.8766356843926806,True,False,False,COMPLETE
35,298.72910374973077,large,0.5682573991308046,False,False,False,True,True,True,True,False,True,True,True,0.03341139701126085,4,19,0.3057146630924151,307,94,small,2.01704001807477e-08,0.0024463377784518757,medium,idw,0.7769216430324527,True,False,False,COMPLETE
36,297.7305787514934,large,0.5557047494667454,False,False,False,True,True,True,True,False,True,True,True,0.04721683380350069,3,29,0.38502180028089683,352,108,small,7.092829328812227e-07,0.047947585887677016,medium,mean,0.7293662635071451,True,False,False,COMPLETE
37,304.26329495614374,none,0.592512761469995,False,False,False,True,True,True,True,False,True,True,True,0.020962272610072122,5,13,0.19092776032801081,418,128,large,1.1305258065381389e-07,0.004164382647874216,medium,capacity,0.7498716363727999,True,False,False,COMPLETE
38,296.5621022662136,small,0.6423390769661844,False,False,False,True,True,True,True,False,True,True,True,0.0482533042914156,4,25,0.2743833557478317,391,150,small,1.0092253611994021e-08,0.00011482318814939471,medium,max,0.8657112420387604,True,False,False,COMPLETE
39,291.13485083118667,large,0.5919314165556098,False,False,False,True,True,True,True,False,True,True,True,0.03153744063519182,3,33,0.3189930814904205,343,137,small,3.411930644144992e-08,0.036547385519565226,small,max,0.8081794418891584,True,False,False,COMPLETE
40,304.5150441081981,large,0.597078448218037,False,False,False,True,True,True,True,False,True,True,True,0.013493169602243555,6,33,0.3298927947402356,436,133,small,3.322875990588376e-08,0.17593096412403025,small,distance_n_panels,0.9022102080866319,True,False,False,COMPLETE
41,292.677756675613,large,0.5046282167118461,False,False,False,True,True,True,True,False,True,True,True,0.022619580806529208,3,24,0.39041245968932137,336,142,small,3.781528511412495e-07,0.024275769458309962,small,max,0.8121424600156706,True,False,False,COMPLETE
42,292.3124787516076,large,0.5431549902545121,False,False,False,True,True,True,True,False,True,True,True,0.033056604560949124,3,14,0.39021622468551304,346,135,small,3.49408169050849e-07,0.03195094748143536,small,max,0.8217025303398781,True,False,False,COMPLETE
43,292.98456210608606,large,0.5369339818711923,False,False,False,True,True,True,True,False,True,True,True,0.02232892080628719,5,12,0.332914549169868,341,143,small,4.182626864360442e-07,0.03172407712453618,small,max,0.8157373031173346,True,False,False,COMPLETE
44,303.286329173889,small,0.5333122554353642,False,False,False,True,True,True,True,False,True,True,True,0.023077531550323275,5,13,0.2771354188106324,302,143,small,4.536881126988057e-07,0.0601484018416649,small,distance_capacity,0.8197637937021585,True,False,False,COMPLETE
45,300.60050446994165,none,0.5967546034290687,False,False,False,True,True,True,True,False,True,True,True,0.012887568507465271,5,10,0.3314170983400012,344,141,large,1.7267033367322764e-06,0.022538224345671813,small,idw,0.8635381364662634,True,False,False,COMPLETE
46,302.37996100784875,large,0.6550920103345312,False,False,False,True,True,True,True,False,True,True,True,0.03851913074464099,4,26,0.3095632058103661,386,142,small,1.995414578211558e-05,0.21089636695654168,small,n_panels,0.9022000128220993,True,False,False,COMPLETE
47,293.1030214272301,large,0.5382643810774004,False,False,False,True,True,True,True,False,True,True,True,0.020620638331548365,3,46,0.3451321133278263,342,124,small,1.2056710397016362e-06,0.014796755429967641,small,max,0.8461753194688755,True,False,False,COMPLETE
48,294.03949340326363,large,0.5001888710302587,False,False,False,True,True,False,True,False,True,False,True,0.031245403564450446,5,34,0.25719530758733256,378,126,small,3.975538144411227e-07,0.44364359463302405,small,max,0.775850996653749,True,False,False,COMPLETE
49,303.611530500368,small,0.6106963622239188,False,False,False,True,True,True,True,False,True,True,False,0.05471681965685814,6,15,0.40087295248351335,631,138,large,4.8628864284588474e-05,0.1061764116533209,small,mean,0.9664150012414819,True,False,False,COMPLETE
50,292.1017179430561,large,0.5773037880844478,False,False,False,True,True,True,True,False,True,True,True,0.04029376773968779,4,24,0.3598337088824256,682,147,none,1.431669975090451e-07,0.030100668474624056,small,max,0.8095592019989227,True,False,False,COMPLETE
51,290.82171116184765,large,0.5829170728583124,False,False,False,True,True,True,True,False,True,True,True,0.03994191345309731,4,25,0.3607220351349836,729,147,none,1.4879171453530772e-07,0.028552504207101183,small,max,0.8087633498611206,True,False,False,COMPLETE
52,292.9746797105134,large,0.5423889108303229,False,False,False,True,True,True,True,False,True,True,True,0.0414793385385368,4,9,0.3644977049387727,700,147,none,3.872612021098242e-07,0.030515270637959165,small,max,0.810618896493615,True,False,False,COMPLETE
53,292.0857668381764,large,0.5813472262816463,False,False,False,True,True,True,True,False,True,True,True,0.042514075370768296,4,24,0.36302746265666197,691,149,none,3.6696945990560725e-06,0.007378184999188176,small,max,0.8374945559624778,True,False,False,COMPLETE
54,294.80958815230434,large,0.5802211998033677,False,False,False,True,True,True,True,False,True,True,True,0.0728448970875254,3,24,0.36577718022665684,689,132,none,2.7808654710884333e-06,0.00713563097790246,small,distance_n_panels,0.8354770779720188,True,False,False,COMPLETE
55,303.65545375308403,large,0.5847803750746382,False,False,False,True,True,False,True,False,True,False,True,0.05747552699716787,4,29,0.2935850902946419,753,150,none,4.599457920109799e-06,0.09987720926974343,small,capacity,0.7659749019938134,True,False,False,COMPLETE
56,294.1671987886751,none,0.5168063297568446,False,False,False,True,True,True,True,False,True,True,False,0.04236141074644271,3,24,0.39349678110640984,799,136,none,0.00022476068673264195,0.005023204729251033,small,distance_capacity,0.8917736320733695,True,False,False,COMPLETE
57,319.3202459193875,large,0.6539476961783932,False,False,False,True,True,True,True,False,True,True,True,0.09417687690407717,13,43,0.016514908591270694,668,130,none,1.4730391148317012e-07,0.014705772725411053,large,n_panels,0.8486605748371808,True,False,False,COMPLETE
58,292.7621274825772,large,0.7007076585221255,False,False,False,True,True,True,True,False,True,True,True,0.054199834134395185,14,36,0.11050411783302777,720,146,none,1.3854730939112336e-06,0.3996743663706394,small,max,0.9434708114185992,True,False,False,COMPLETE
59,293.855650751148,large,0.6075578076602538,False,False,False,True,True,False,True,False,True,False,True,0.03720958325320201,4,49,0.3544151736062041,583,121,none,8.769516873996213e-06,0.01615320584915994,small,None,0.7844337989409589,True,False,False,COMPLETE
60,294.78017370347607,small,0.5512243799293916,False,False,False,True,True,True,True,False,True,True,False,0.03135287312681695,3,17,0.43108665753507636,853,139,none,0.10899076436708632,0.0006652690239191673,small,max,0.7554776352732663,True,False,False,COMPLETE
61,295.2523553363216,large,0.5786914076885677,False,False,False,True,True,True,True,False,True,True,True,0.05237485176722147,14,36,0.07995787071526914,727,146,none,1.62397287833152e-06,0.1524960360695681,small,max,0.9577287050149847,True,False,False,COMPLETE
62,297.0028349879645,large,0.6824799849094079,False,False,False,True,True,True,True,False,True,True,True,0.060386795997949966,12,27,0.19131366110111,725,146,none,2.1900278995283217e-07,0.5553306654146832,small,max,0.9215935479286104,True,False,False,COMPLETE
63,294.48161305228695,large,0.5243406279814666,False,False,False,True,True,True,True,False,True,True,True,0.042426007927218054,11,32,0.34108744129110036,651,135,none,9.46381859372382e-07,0.2957608577499121,small,max,0.8583409443552372,True,False,False,COMPLETE
64,297.4453809298679,large,0.631204995337808,False,False,False,True,True,True,True,False,True,True,True,0.045425776015629936,16,22,0.11610810686494158,777,138,none,3.449095975942939e-08,0.08053424509145143,small,max,0.8338983889579585,True,False,False,COMPLETE
65,293.62498417443254,large,0.7172304219210156,False,False,False,True,True,True,True,False,True,True,True,0.07249751371573347,14,38,0.20793080708029046,827,145,none,4.236334247997225e-06,0.0524142273152514,small,max,0.9405904906089234,True,False,False,COMPLETE
66,301.64550540742283,large,0.7668315087263934,False,False,False,True,True,True,True,False,True,True,True,0.049421239237090304,4,55,0.12682099454721196,693,120,none,2.3687858108167346e-07,0.9649780568438879,large,idw,0.9975630079466161,True,False,False,COMPLETE
67,294.3786275013054,large,0.7011764025374152,False,False,False,True,True,True,True,False,True,True,True,0.06510216012690197,5,28,0.25115564847305794,740,150,none,1.6399399196633588e-05,0.0036198017404177065,small,max,0.8084988811371349,True,False,False,COMPLETE
68,293.9864826763039,large,0.6595131572116699,False,False,False,True,True,True,True,False,True,True,True,0.029622478314549623,11,35,0.47631278975957664,623,130,none,6.858038830917521e-07,0.37947776254218624,small,max,0.8843789255139345,True,False,False,COMPLETE
69,295.22099875077157,large,0.5776312623275115,False,False,False,True,True,True,True,False,True,False,True,0.08431261792932138,3,19,0.31755480384482754,665,140,none,0.0008735347646850965,0.03243786689559403,small,max,0.8272786696581015,True,False,False,COMPLETE
